,Name,POS,Age,HT,WT,Exp,College,team
659,Jalen Jelks96,DE,23,"6' 5""",260 lbs,2,Oregon,Cowboys
660,DeMarcus Lawrence90,DE,28,"6' 3""",265 lbs,7,Boise State,Cowboys
661,Garrett Marino,DE,--,"6' 2""",290 lbs,R,UAB,Cowboys
662,Neville Gallimore75,DT,23,"6' 2""",302 lbs,R,Oklahoma,Cowboys
663,Justin Hamilton79,DT,26,"6' 2""",315 lbs,4,Louisiana-Lafayette,Cowboys
664,Trysten Hill97,DT,22,"6' 3""",310 lbs,2,UCF,Cowboys
665,Gerald McCoy93,DT,32,"6' 4""",300 lbs,11,Oklahoma,Cowboys
666,Dontari Poe95,DT,29,"6' 3""",346 lbs,9,Memphis,Cowboys
667,Antwaun Woods99,DT,27,"6' 1""",310 lbs,3,USC,Cowboys
668,Francis Bernard,LB,--,"6' 0""",240 lbs,R,Utah,Cowboys
669,Luke Gifford57,LB,24,"6' 3""",245 lbs,2,Nebraska,Cowboys
670,Azur Kamara5,LB,--,"6' 4""",235 lbs,R,Kansas,Cowboys
671,Sean Lee50,LB,33,"6' 2""",245 lbs,11,Penn State,Cowboys
672,Justin March53,LB,26,"5' 11""",232 lbs,6,Akron,Cowboys
673,Jaylon Smith54,LB,24,"6' 2""",248 lbs,4,Notre Dame,Cowboys
674,Joe Thomas48,LB,28,"6' 1""",233 lbs,6,South Carolina State,Cowboys
675,Leighton Vander Esch55,LB,24,"6' 4""",255 lbs,3,Boise State,Cowboys
676,Chidobe Awuzie24,CB,24,"6' 0""",203 lbs,4,Colorado,Cowboys
677,Anthony Brown30,CB,26,"5' 11""",198 lbs,5,Purdue,Cowboys
678,Deante Burton33,CB,25,"6' 2""",205 lbs,3,Kansas State,Cowboys
679,Maurice Canady28,CB,25,"6' 1""",193 lbs,5,Virginia,Cowboys
680,Trevon Diggs31,CB,22,"6' 2""",207 lbs,R,Alabama,Cowboys
681,C.J. Goodwin29,CB,30,"6' 3""",198 lbs,5,California (PA),Cowboys
682,Jourdan Lewis26,CB,24,"5' 10""",195 lbs,4,Michigan,Cowboys
683,Reggie Robinson II41,CB,23,"6' 1""",197 lbs,R,Tulsa,Cowboys
684,Saivion Smith26,CB,22,"6' 1""",200 lbs,1,Alabama,Cowboys
685,Chris Westry39,CB,22,"6' 4""",210 lbs,2,Kentucky,Cowboys
686,Daryl Worley20,CB,25,"6' 1""",215 lbs,5,West Virginia,Cowboys
687,Ha Ha Clinton-Dix27,S,27,"6' 1""",211 lbs,7,Alabama,Cowboys
688,Luther Kirk14,S,--,"6' 2""",195 lbs,R,Illinois State,Cowboys
689,Darian Thompson23,S,26,"6' 2""",212 lbs,5,Boise State,Cowboys
690,Donovan Wilson37,S,25,"6' 0""",208 lbs,2,Texas A&M,Cowboys
691,Xavier Woods25,S,24,"5' 11""",208 lbs,4,Louisiana Tech,Cowboys
692,Austin Johnson98,NT,25,"6' 4""",314 lbs,5,Penn State,Giants
693,Oluwole Betiku Jr.,DE,22,"6' 3""",250 lbs,R,Illinois,Giants
694,Niko Lalos,DE,22,"6' 5""",269 lbs,R,Dartmouth,Giants
695,Dana Levine,DE,--,"6' 4""",235 lbs,R,Temple,Giants
696,Leonard Williams99,DE,25,"6' 5""",302 lbs,6,USC,Giants
697,B.J. Hill95,DT,25,"6' 3""",311 lbs,3,North Carolina State,Giants
698,Dexter Lawrence97,DT,22,"6' 4""",342 lbs,2,Clemson,Giants
699,RJ McIntosh90,DT,23,"6' 5""",293 lbs,3,Miami (FL),Giants
700,Chris Slayton91,DT,23,"6' 4""",316 lbs,1,Syracuse,Giants
701,Dalvin Tomlinson94,DT,26,"6' 3""",318 lbs,4,Alabama,Giants
702,Cam Brown6,LB,22,"6' 5""",233 lbs,R,Penn State,Giants
703,T.J. Brunson6,LB,22,"6' 1""",230 lbs,R,South Carolina,Giants
704,Lorenzo Carter59,LB,24,"6' 5""",255 lbs,3,Georgia,Giants
705,Ryan Connelly57,LB,24,"6' 2""",236 lbs,2,Wisconsin,Giants
706,Carter Coughlin45,LB,22,"6' 3""",234 lbs,R,Minnesota,Giants
707,Tae Crowder30,LB,23,"6' 3""",235 lbs,R,Georgia,Giants
708,Devante Downs52,LB,24,"6' 2""",252 lbs,3,California,Giants
709,Kyler Fackrell51,LB,28,"6' 5""",245 lbs,5,Utah State,Giants
710,Blake Martinez54,LB,26,"6' 2""",237 lbs,5,Stanford,Giants
711,David Mayo55,LB,26,"6' 2""",240 lbs,6,Texas State,Giants
712,Mark McLaurin46,LB,23,"6' 2""",214 lbs,2,Mississippi State,Giants
713,Chris Peace58,LB,24,"6' 2""",250 lbs,2,Virginia,Giants
714,Dominique Ross,LB,--,"6' 4""",228 lbs,R,North Carolina,Giants
715,Josiah Tauaefa48,LB,23,"6' 1""",235 lbs,2,UTSA,Giants
716,Oshane Ximines53,LB,23,"6' 4""",254 lbs,2,Old Dominion,Giants
717,Christian Angulo,CB,--,"6' 2""",190 lbs,R,Hampton,Giants
718,DeAndre Baker27,CB,22,"5' 11""",189 lbs,2,Georgia,Giants
719,Corey Ballentine25,CB,24,"6' 0""",191 lbs,2,Washburn,Giants
720,Sam Beal23,CB,23,"6' 1""",192 lbs,3,Western Michigan,Giants
721,James Bradberry24,CB,26,"6' 1""",212 lbs,5,Samford,Giants
722,Malcolm Elmore,CB,22,"5' 11""",185 lbs,R,--,Giants
723,Grant Haley34,CB,24,"5' 9""",191 lbs,3,Penn State,Giants
724,Darnay Holmes1,CB,21,"5' 10""",192 lbs,R,UCLA,Giants
725,Julian Love20,CB,22,"5' 11""",195 lbs,2,Notre Dame,Giants
726,Chris Williamson6,CB,22,"6' 0""",205 lbs,R,Minnesota,Giants
727,Dravon Askew-Henry41,S,24,"6' 0""",202 lbs,1,West Virginia,Giants
728,Sean Chandler36,S,24,"5' 11""",202 lbs,3,Temple,Giants
729,Nate Ebner43,S,31,"6' 0""",215 lbs,9,Ohio State,Giants
730,Rashaan Gaulden38,S,25,"6' 1""",200 lbs,3,Tennessee,Giants
731,Montre Hartage,S,22,"6' 0""",190 lbs,1,Northwestern,Giants
732,Jaquarius Landrews,S,23,"6' 0""",200 lbs,R,Mississippi State,Giants
733,Xavier McKinney15,S,21,"6' 1""",200 lbs,R,Alabama,Giants
734,Jabrill Peppers21,S,24,"5' 11""",215 lbs,4,Michigan,Giants
735,Genard Avery58,DE,25,"6' 0""",250 lbs,3,Memphis,Eagles
736,Derek Barnett96,DE,23,"6' 3""",259 lbs,4,Tennessee,Eagles
737,Brandon Graham55,DE,32,"6' 2""",265 lbs,11,Michigan,Eagles
738,Daeshon Hall74,DE,24,"6' 5""",265 lbs,4,Texas A&M,Eagles
739,Shareef Miller51,DE,23,"6' 4""",254 lbs,2,Penn State,Eagles
740,Joe Ostman95,DE,24,"6' 3""",259 lbs,2,Central Michigan,Eagles
741,Josh Sweat94,DE,23,"6' 5""",251 lbs,3,Florida State,Eagles
742,Casey Toohill52,DE,--,"6' 4""",247 lbs,R,Stanford,Eagles
743,Fletcher Cox91,DT,29,"6' 4""",310 lbs,9,Mississippi State,Eagles
744,Javon Hargrave93,DT,27,"6' 2""",305 lbs,5,South Carolina State,Eagles
745,Bruce Hector90,DT,25,"6' 2""",296 lbs,2,South Florida,Eagles
746,Albert Huggins76,DT,22,"6' 3""",305 lbs,1,Clemson,Eagles
747,Malik Jackson97,DT,30,"6' 5""",290 lbs,9,Tennessee,Eagles
748,Hassan Ridgeway98,DT,25,"6' 3""",305 lbs,5,Texas,Eagles
749,Anthony Rush66,DT,23,"6' 5""",350 lbs,2,UAB,Eagles
750,Raequan Williams99,DT,23,"6' 4""",303 lbs,R,Michigan State,Eagles
751,Shaun Bradley5,LB,23,"6' 1""",230 lbs,R,Temple,Eagles
752,Jatavis Brown53,LB,26,"5' 11""",221 lbs,5,Akron,Eagles
753,T.J. Edwards57,LB,23,"6' 1""",242 lbs,2,Wisconsin,Eagles
754,Nathan Gerry47,LB,25,"6' 2""",230 lbs,4,Nebraska,Eagles
755,Dante Olson33,LB,23,"6' 3""",240 lbs,R,Montana,Eagles
756,Duke Riley50,LB,25,"6' 1""",218 lbs,4,LSU,Eagles
757,Alex Singleton49,LB,26,"6' 2""",240 lbs,2,Montana State,Eagles
758,Davion Taylor20,LB,21,"6' 1""",225 lbs,R,Colorado,Eagles
759,Grayland Arnold1,CB,22,"5' 10""",190 lbs,R,Baylor,Eagles
760,Rasul Douglas32,CB,24,"6' 2""",209 lbs,4,West Virginia,Eagles
761,Michael Jacquet III11,CB,23,"6' 2""",201 lbs,R,Louisiana-Lafayette,Eagles
762,Craig James39,CB,24,"5' 10""",195 lbs,2,Southern Illinois,Eagles
763,Sidney Jones22,CB,23,"6' 0""",181 lbs,3,Washington,Eagles
764,Cre'Von LeBlanc34,CB,25,"5' 10""",190 lbs,5,Florida Atlantic,Eagles
765,Avonte Maddox29,CB,24,"5' 9""",184 lbs,3,Pittsburgh,Eagles
766,Elijah Riley23,CB,--,"6' 0""",205 lbs,R,Army,Eagles
767,Nickell Robey-Coleman31,CB,28,"5' 8""",180 lbs,8,USC,Eagles
768,Darius Slay24,CB,29,"6' 0""",190 lbs,8,Mississippi State,Eagles
769,Tremon Smith38,CB,23,"5' 11""",190 lbs,3,Central Arkansas,Eagles
770,Prince Smith Jr.6,CB,--,"5' 10""",192 lbs,R,New Hampshire,Eagles
771,Trevor Williams41,CB,26,"5' 11""",191 lbs,5,Penn State,Eagles
772,Marcus Epps37,S,24,"6' 0""",198 lbs,2,Wyoming,Eagles
773,Rudy Ford36,S,25,"6' 0""",204 lbs,4,Auburn,Eagles
774,Rodney McLeod23,S,29,"5' 10""",195 lbs,9,Virginia,Eagles
775,Jalen Mills21,S,26,"6' 0""",191 lbs,5,LSU,Eagles
776,Will Parks28,S,25,"6' 1""",194 lbs,5,Arizona,Eagles
777,K'Von Wallace12,S,22,"5' 11""",199 lbs,R,Clemson,Eagles
778,Ryan Bee92,DE,24,"6' 7""",280 lbs,1,Marshall,Redskins
779,Cameron Malveaux48,DE,25,"6' 5""",265 lbs,2,Houston,Redskins
780,James Smith-Williams72,DE,--,"6' 4""",265 lbs,R,North Carolina State,Redskins
781,Chase Young99,DE,21,"6' 5""",265 lbs,R,Ohio State,Redskins
782,Jonathan Allen93,DT,25,"6' 3""",300 lbs,4,Alabama,Redskins
783,Caleb Brantley99,DT,25,"6' 2""",305 lbs,4,Florida,Redskins
784,Matt Ioannidis98,DT,26,"6' 3""",310 lbs,5,Temple,Redskins
785,Daron Payne94,DT,22,"6' 3""",320 lbs,3,Alabama,Redskins
786,Tim Settle97,DT,22,"6' 3""",308 lbs,3,Virginia Tech,Redskins
787,Ryan Anderson52,LB,25,"6' 2""",255 lbs,4,Alabama,Redskins
788,Jon Bostic53,LB,28,"6' 1""",245 lbs,8,Florida,Redskins
789,Jordan Brailford95,LB,24,"6' 3""",252 lbs,2,Oklahoma State,Redskins
790,Thomas Davis Sr.58,LB,37,"6' 1""",235 lbs,16,Georgia,Redskins
791,Reuben Foster56,LB,26,"6' 1""",228 lbs,4,Alabama,Redskins
792,Shaun Dion Hamilton51,LB,24,"6' 0""",235 lbs,3,Alabama,Redskins
793,Josh Harvey-Clemons40,LB,26,"6' 4""",245 lbs,4,Louisville,Redskins
794,Cole Holcomb55,LB,23,"6' 1""",240 lbs,2,North Carolina,Redskins
795,Khaleke Hudson47,LB,22,"5' 11""",220 lbs,R,Michigan,Redskins
796,Ryan Kerrigan91,LB,31,"6' 4""",265 lbs,10,Purdue,Redskins
797,Jared Norris52,LB,26,"6' 1""",238 lbs,4,Utah,Redskins
798,Nate Orchard54,LB,27,"6' 3""",255 lbs,5,Utah,Redskins
799,Kevin Pierre-Louis57,LB,28,"6' 0""",230 lbs,7,Boston College,Redskins
800,Montez Sweat90,LB,23,"6' 6""",262 lbs,2,Mississippi State,Redskins
801,Ronald Darby21,CB,26,"5' 11""",193 lbs,6,Florida State,Redskins
802,Kendall Fuller29,CB,25,"5' 11""",198 lbs,5,Virginia Tech,Redskins
803,Danny Johnson41,CB,24,"5' 9""",190 lbs,3,Southern University,Redskins
804,Fabian Moreau31,CB,26,"6' 0""",204 lbs,4,UCLA,Redskins
805,Jimmy Moreland32,CB,24,"5' 11""",182 lbs,2,James Madison,Redskins
806,Greg Stroman37,CB,24,"6' 0""",182 lbs,3,Virginia Tech,Redskins
807,Troy Apke30,S,25,"6' 1""",205 lbs,3,Penn State,Redskins
808,Landon Collins20,S,26,"6' 0""",218 lbs,6,Alabama,Redskins
809,Kamren Curl31,S,21,"6' 2""",198 lbs,R,Arkansas,Redskins
810,Sean Davis21,S,26,"6' 1""",202 lbs,5,Maryland,Redskins
811,Deshazor Everett22,S,28,"6' 0""",203 lbs,6,Texas A&M,Redskins
812,Jeremy Reaves39,S,23,"5' 11""",200 lbs,2,South Alabama,Redskins
813,Maurice Smith46,S,24,"6' 0""",194 lbs,3,Georgia,Redskins
814,Eddie Goldman91,NT,26,"6' 3""",318 lbs,6,Florida State,Bears
815,LaCale London,DE,--,"6' 5""",280 lbs,R,Western Illinois,Bears
816,Ledarius Mack,DE,--,"6' 1""",240 lbs,R,Buffalo,Bears
817,Roy Robertson-Harris95,DE,26,"6' 5""",292 lbs,4,UTEP,Bears
818,Brent Urban92,DE,28,"6' 7""",300 lbs,7,Virginia,Bears
819,Abdullah Anderson76,DT,24,"6' 3""",297 lbs,2,Bucknell,Bears
820,Lee Autry,DT,--,"6' 2""",305 lbs,R,Mississippi State,Bears
821,Akiem Hicks96,DT,30,"6' 4""",352 lbs,9,U Regina ca,Bears
822,John Jenkins,DT,30,"6' 3""",327 lbs,8,Georgia,Bears
823,Trevon McSwain,DT,--,"6' 6""",285 lbs,R,Duke,Bears
824,Bilal Nichols98,DT,23,"6' 3""",313 lbs,3,Delaware,Bears
825,Devante Bond53,LB,26,"6' 1""",236 lbs,5,Oklahoma,Bears
826,Trevis Gipson15,LB,22,"6' 4""",259 lbs,R,Tulsa,Bears
827,Isaiah Irving47,LB,25,"6' 3""",254 lbs,4,San Jose State,Bears
828,Joel Iyiegbuniwe45,LB,24,"6' 1""",226 lbs,3,Western Kentucky,Bears
829,Keandre Jones,LB,--,"6' 3""",220 lbs,R,Maryland,Bears
830,Khalil Mack52,LB,29,"6' 3""",269 lbs,7,Buffalo,Bears
831,Barkevious Mingo50,LB,29,"6' 5""",235 lbs,8,LSU,Bears
832,Robert Quinn94,LB,29,"6' 4""",260 lbs,10,North Carolina,Bears
833,Rashad Smith,LB,--,"6' 1""",220 lbs,R,Florida Atlantic,Bears
834,Roquan Smith58,LB,23,"6' 0""",230 lbs,3,Georgia,Bears
835,Danny Trevathan59,LB,30,"6' 0""",239 lbs,9,Kentucky,Bears
836,James Vaughters93,LB,26,"6' 1""",256 lbs,1,Stanford,Bears
837,Josh Woods55,LB,23,"6' 1""",236 lbs,2,Maryland,Bears
838,Artie Burns25,CB,25,"6' 0""",197 lbs,5,Miami (FL),Bears
839,Xavier Crawford20,CB,24,"5' 11""",187 lbs,2,Central Michigan,Bears
840,Stephen Denmark37,CB,24,"6' 3""",220 lbs,1,Valdosta State,Bears
841,Kyle Fuller23,CB,28,"5' 11""",194 lbs,7,Virginia Tech,Bears
842,Jaylon Johnson1,CB,21,"6' 0""",195 lbs,R,Utah,Bears
843,Michael Joseph30,CB,25,"6' 0""",194 lbs,1,University of Dubuqu,Bears
844,Sherrick McManis27,CB,32,"5' 11""",203 lbs,11,Northwestern,Bears
845,Tre Roberson31,CB,27,"6' 0""",200 lbs,1,Illinois State,Bears
846,Duke Shelley33,CB,23,"5' 8""",183 lbs,2,Kansas State,Bears
847,Buster Skrine24,CB,31,"5' 9""",185 lbs,10,Chattanooga,Bears
848,Kevin Toliver II22,CB,24,"6' 2""",199 lbs,3,LSU,Bears
849,Kindle Vildor20,CB,22,"5' 10""",185 lbs,R,Georgia Southern,Bears
850,Kentrell Brice243,S,25,"5' 11""",200 lbs,3,Louisiana Tech,Bears
851,Deon Bush26,S,26,"6' 0""",200 lbs,5,Miami (FL),Bears
852,Tashaun Gipson Sr.,S,29,"6' 1""",212 lbs,9,Wyoming,Bears
853,DeAndre Houston-Carson36,S,27,"6' 0""",202 lbs,5,William & Mary,Bears
854,Eddie Jackson39,S,26,"6' 0""",204 lbs,4,Alabama,Bears
855,Jordan Lucas21,S,26,"6' 1""",190 lbs,5,Penn State,Bears
856,Austin Bryant94,DE,23,"6' 6""",261 lbs,2,Clemson,Lions
857,Trey Flowers90,DE,26,"6' 2""",265 lbs,6,Arkansas,Lions
858,Da'Shawn Hand93,DE,24,"6' 3""",297 lbs,3,Alabama,Lions
859,Frank Herron75,DE,25,"6' 4""",305 lbs,1,LSU,Lions
860,Romeo Okwara95,DE,24,"6' 4""",263 lbs,5,Notre Dame,Lions
861,Jonathan Wynn69,DE,25,"6' 4""",256 lbs,1,Vanderbilt,Lions
862,John Atkins99,DT,27,"6' 3""",320 lbs,2,Georgia,Lions
863,Jashon Cornell0,DT,--,"6' 3""",285 lbs,R,Ohio State,Lions
864,John Penisini52,DT,22,"6' 2""",333 lbs,R,Utah,Lions
865,Olive Sagapolu78,DT,--,"6' 2""",324 lbs,1,Wisconsin,Lions
866,Danny Shelton71,DT,26,"6' 2""",345 lbs,6,Washington,Lions
867,Kevin Strong92,DT,23,"6' 4""",285 lbs,2,UTSA,Lions
868,Nick Williams97,DT,30,"6' 4""",310 lbs,5,Samford,Lions
869,Jason Cabinda53,LB,24,"6' 1""",235 lbs,2,Penn State,Lions
870,Jamie Collins Sr.58,LB,30,"6' 3""",255 lbs,8,Southern Miss,Lions
871,Jarrad Davis40,LB,25,"6' 1""",245 lbs,4,Florida,Lions
872,Christian Jones52,LB,29,"6' 3""",250 lbs,7,Florida State,Lions
873,Elijah Lee47,LB,24,"6' 2""",230 lbs,4,Kansas State,Lions
874,Julian Okwara42,LB,22,"6' 4""",248 lbs,R,Notre Dame,Lions
875,Anthony Pittman57,LB,23,"6' 3""",224 lbs,1,Wayne State (MI),Lions
876,Reggie Ragland59,LB,26,"6' 2""",252 lbs,5,Alabama,Lions
877,Jalen Reeves-Maybin44,LB,25,"6' 0""",233 lbs,4,Tennessee,Lions
878,Christian Sam59,LB,23,"6' 2""",240 lbs,2,Arizona State,Lions
879,Jahlani Tavai51,LB,23,"6' 2""",250 lbs,2,Hawai'i',Lions
880,Jamal Agnew39,CB,25,"5' 10""",190 lbs,4,San Diego,Lions
881,Justin Coleman27,CB,27,"5' 11""",190 lbs,6,Tennessee,Lions
882,Mike Ford38,CB,24,"6' 0""",198 lbs,3,Southeast Missouri State,Lions
883,Mike Jackson28,CB,23,"6' 1""",210 lbs,2,Miami (FL),Lions
884,Tony McRae29,CB,27,"5' 10""",185 lbs,4,North Carolina A&T,Lions
885,Jeff Okudah1,CB,21,"6' 1""",200 lbs,R,Ohio State,Lions
886,Amani Oruwariye24,CB,24,"6' 2""",205 lbs,2,Penn State,Lions
887,Darryl Roberts27,CB,29,"6' 0""",182 lbs,6,Marshall,Lions
888,Desmond Trufant21,CB,29,"6' 0""",190 lbs,8,Washington,Lions
889,Dee Virgin30,CB,26,"5' 9""",195 lbs,3,West Alabama,Lions
890,Jeremiah Dinson,S,23,"5' 11""",189 lbs,R,Auburn,Lions
891,Jalen Elliott,S,21,"6' 1""",205 lbs,R,Notre Dame,Lions
892,Duron Harmon21,S,29,"6' 1""",205 lbs,8,Rutgers,Lions
893,Will Harris25,S,24,"6' 1""",207 lbs,2,Boston College,Lions
894,Jayron Kearse27,S,26,"6' 4""",215 lbs,5,Clemson,Lions
895,Miles Killebrew35,S,26,"6' 2""",222 lbs,5,Southern Utah,Lions
896,C.J. Moore49,S,24,"5' 11""",195 lbs,2,Ole Miss,Lions
897,Bobby Price,S,22,"6' 4""",205 lbs,R,Norfolk State,Lions
898,Tracy Walker21,S,25,"6' 1""",210 lbs,3,Louisiana-Lafayette,Lions
899,Tipa Galeai50,DE,23,"6' 5""",235 lbs,R,Utah State,Packers
900,Dean Lowry94,DE,25,"6' 6""",296 lbs,5,Northwestern,Packers
901,Willington Previlon99,DE,--,"6' 5""",295 lbs,R,Rutgers,Packers
902,Delontae Scott45,DE,--,"6' 5""",246 lbs,R,SMU,Packers
903,Montravius Adams90,DT,24,"6' 4""",304 lbs,4,Auburn,Packers
904,Kenny Clark97,DT,24,"6' 3""",314 lbs,5,UCLA,Packers
905,Treyvon Hester,DT,27,"6' 2""",304 lbs,4,Toledo,Packers
906,Kingsley Keke96,DT,23,"6' 3""",288 lbs,2,Texas A&M,Packers
907,Tyler Lancaster95,DT,25,"6' 3""",313 lbs,3,Northwestern,Packers
908,Gerald Willis53,DT,24,"6' 2""",300 lbs,2,Miami (FL),Packers
909,Krys Barnes51,LB,--,"6' 1""",235 lbs,R,UCLA,Packers
910,Curtis Bolton40,LB,24,"6' 0""",228 lbs,2,Oklahoma,Packers
911,Oren Burks42,LB,25,"6' 3""",233 lbs,3,Vanderbilt,Packers
912,Jamal Davis II59,LB,24,"6' 4""",240 lbs,1,Akron,Packers
913,Jonathan Garvin53,LB,20,"6' 4""",250 lbs,R,Miami (FL),Packers
914,Rashan Gary52,LB,22,"6' 5""",277 lbs,2,Michigan,Packers
915,Christian Kirksey58,LB,27,"6' 2""",235 lbs,7,Iowa,Packers
916,Kamal Martin54,LB,21,"6' 3""",245 lbs,R,Minnesota,Packers
917,Randy Ramsey56,LB,24,"6' 3""",238 lbs,1,Arkansas,Packers
918,Greg Roberts57,LB,24,"6' 5""",258 lbs,2,Baylor,Packers
919,Preston Smith91,LB,27,"6' 5""",265 lbs,6,Mississippi State,Packers
920,Za'Darius Smith55,LB,27,"6' 4""",272 lbs,6,Kentucky,Packers
921,Ty Summers44,LB,24,"6' 1""",241 lbs,2,TCU,Packers
922,Tim Williams47,LB,26,"6' 3""",244 lbs,4,Alabama,Packers
923,Jaire Alexander23,CB,23,"5' 10""",196 lbs,3,Louisville,Packers
924,DaShaun Amos41,CB,25,"6' 0""",193 lbs,1,East Carolina,Packers
925,Kabion Ento48,CB,24,"6' 1""",187 lbs,1,Colorado,Packers
926,Ka'dar Hollman29,CB,25,"6' 0""",196 lbs,2,Toledo,Packers
927,Josh Jackson37,CB,24,"6' 0""",196 lbs,3,Iowa,Packers
928,Kevin King20,CB,24,"6' 3""",200 lbs,4,Washington,Packers
929,Stanford Samuels III,CB,21,"6' 2""",185 lbs,R,Florida State,Packers
930,Chandon Sullivan39,CB,23,"5' 11""",189 lbs,3,Georgia State,Packers
931,Will Sunderland49,CB,23,"6' 4""",196 lbs,R,Troy,Packers
932,Adrian Amos31,S,27,"6' 0""",214 lbs,6,Penn State,Packers
933,Henry Black27,S,--,"6' 0""",206 lbs,R,Baylor,Packers
934,Marc-Antoine Dequoy46,S,--,"6' 3""",195 lbs,R,--,Packers
935,Raven Greene24,S,25,"5' 11""",197 lbs,3,James Madison,Packers
936,Frankie Griffin35,S,24,"6' 0""",205 lbs,R,Texas State,Packers
937,Will Redmond25,S,26,"5' 11""",186 lbs,5,Mississippi State,Packers
938,Darnell Savage26,S,22,"5' 11""",198 lbs,2,Maryland,Packers
939,Vernon Scott36,S,--,"6' 2""",206 lbs,R,TCU,Packers
940,Danielle Hunter99,DE,25,"6' 5""",252 lbs,6,LSU,Vikings
941,Stacy Keely90,DE,24,"6' 6""",220 lbs,1,UAB,Vikings
942,Ifeadi Odenigbo95,DE,26,"6' 3""",258 lbs,3,Northwestern,Vikings
943,Kenny Willekes79,DE,22,"6' 4""",252 lbs,R,Michigan State,Vikings
944,D.J. Wonnum57,DE,22,"6' 5""",254 lbs,R,South Carolina,Vikings
945,Eddie Yarbrough52,DE,27,"6' 3""",259 lbs,3,Wyoming,Vikings
946,Anthony Zettel92,DE,27,"6' 4""",275 lbs,5,Penn State,Vikings
947,Jalyn Holmes91,DT,24,"6' 5""",283 lbs,3,Ohio State,Vikings
948,Jaleel Johnson94,DT,25,"6' 3""",316 lbs,4,Iowa,Vikings
949,James Lynch66,DT,21,"6' 4""",295 lbs,R,Baylor,Vikings
950,Hercules Mata'afa51,DT,24,"6' 2""",254 lbs,3,Washington State,Vikings
951,David Moa60,DT,--,"6' 3""",296 lbs,R,Boise State,Vikings
952,Michael Pierce98,DT,27,"6' 0""",345 lbs,5,Samford,Vikings
953,Shamar Stephen93,DT,29,"6' 5""",309 lbs,7,Connecticut,Vikings
954,Armon Watts96,DT,23,"6' 5""",295 lbs,2,Arkansas,Vikings
955,Anthony Barr55,LB,28,"6' 5""",255 lbs,7,UCLA,Vikings
956,Troy Dye45,LB,23,"6' 4""",224 lbs,R,Oregon,Vikings
957,Jordan Fehr49,LB,--,"6' 2""",230 lbs,R,Appalachian State,Vikings
958,DeMarquis Gates47,LB,24,"6' 2""",221 lbs,1,Ole Miss,Vikings
959,Ben Gedeon42,LB,25,"6' 2""",244 lbs,4,Michigan,Vikings
960,Eric Kendricks54,LB,28,"6' 0""",232 lbs,6,UCLA,Vikings
961,Blake Lynch48,LB,--,"6' 3""",225 lbs,R,Baylor,Vikings
962,Cameron Smith59,LB,23,"6' 2""",235 lbs,2,USC,Vikings
963,Eric Wilson50,LB,25,"6' 1""",230 lbs,4,Cincinnati,Vikings
964,Kris Boyd38,CB,23,"5' 11""",200 lbs,2,Texas,Vikings
965,Nevelle Clarke34,CB,--,"6' 1""",187 lbs,R,UCF,Vikings
966,Cameron Dantzler27,CB,21,"6' 2""",185 lbs,R,Mississippi State,Vikings
967,Myles Dorn46,CB,21,"6' 2""",205 lbs,R,North Carolina,Vikings
968,Mark Fields32,CB,23,"5' 10""",181 lbs,1,Clemson,Vikings
969,Jeff Gladney20,CB,23,"6' 0""",183 lbs,R,TCU,Vikings
970,Kemon Hall37,CB,22,"5' 11""",190 lbs,1,North Texas,Vikings
971,Harrison Hand29,CB,21,"6' 0""",192 lbs,R,Temple,Vikings
972,Holton Hill24,CB,23,"6' 2""",196 lbs,3,Texas,Vikings
973,Mike Hughes21,CB,23,"5' 10""",189 lbs,3,UCF,Vikings
974,Nate Meadors26,CB,23,"5' 11""",194 lbs,1,UCLA,Vikings
975,Marcus Sayles36,CB,25,"5' 10""",175 lbs,1,West Georgia,Vikings
976,Brian Cole II39,S,23,"6' 2""",205 lbs,R,Mississippi State,Vikings
977,Anthony Harris41,S,28,"6' 1""",202 lbs,6,Virginia,Vikings
978,Josh Metellus44,S,22,"5' 11""",210 lbs,R,Michigan,Vikings
979,Harrison Smith22,S,31,"6' 2""",214 lbs,9,Notre Dame,Vikings
980,Hinwa Allieu,DE,--,"6' 5""",290 lbs,R,Nebraska-Kearney,Falcons
981,Allen Bailey93,DE,31,"6' 3""",288 lbs,10,Miami (FL),Falcons
982,John Cominsky50,DE,24,"6' 5""",285 lbs,2,Charleston Univ,Falcons
983,Austin Edwards,DE,22,"6' 5""",280 lbs,R,Ferris State,Falcons
984,Dante Fowler Jr.56,DE,25,"6' 3""",255 lbs,6,Florida,Falcons
985,Charles Harris,DE,25,"6' 3""",252 lbs,4,Missouri,Falcons
986,Austin Larkin53,DE,25,"6' 3""",265 lbs,1,Purdue,Falcons
987,Takkarist McKinley98,DE,24,"6' 2""",250 lbs,4,UCLA,Falcons
988,Steven Means55,DE,29,"6' 3""",263 lbs,6,Buffalo,Falcons
989,Marlon Davidson90,DT,21,"6' 3""",297 lbs,R,Auburn,Falcons
990,Tyeler Davison96,DT,27,"6' 2""",309 lbs,6,Fresno State,Falcons
991,Grady Jarrett97,DT,27,"6' 0""",305 lbs,6,Clemson,Falcons
992,Sailosi Latu,DT,--,"6' 3""",334 lbs,R,San Jose State,Falcons
993,Deadrin Senat94,DT,25,"6' 1""",305 lbs,3,South Florida,Falcons
