,Rank,REC,REC_TGT,REC_YDS,REC_Y/R,REC_LG,REC_20+,REC_TD,RUSH_ATT,RUSH_YDS,RUSH_TD,FL,G,FPTS,FPTS/G,OWN,Year,PlayerID
429,437,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2017,Deon Cain17
430,400,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2018,Deon Cain17
431,145,9,20,124,13.8,35,3,0,0,0,0,0,13,12.4,1.0,0.2%,2019,Deon Cain17
432,228,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,2013,Tre'Quan Smith10
433,217,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,2014,Tre'Quan Smith10
434,218,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,2015,Tre'Quan Smith10
435,225,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,2016,Tre'Quan Smith10
436,439,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,2017,Tre'Quan Smith10
437,67,28,44,427,15.3,62,6,5,0,0,0,0,15,72.7,4.8,1.1%,2018,Tre'Quan Smith10
438,81,18,25,234,13.0,32,3,5,0,0,0,0,11,53.4,4.9,1.1%,2019,Tre'Quan Smith10
439,229,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2013,Jaleel Scott12
440,220,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2014,Jaleel Scott12
441,216,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2015,Jaleel Scott12
442,226,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2016,Jaleel Scott12
443,440,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2017,Jaleel Scott12
444,248,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2018,Jaleel Scott12
445,208,1,3,6,6.0,6,0,0,0,0,0,0,3,0.6,0.2,0.1%,2019,Jaleel Scott12
446,230,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,91.0%,2013,Michael Gallup13
447,222,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,91.0%,2014,Michael Gallup13
448,215,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,91.0%,2015,Michael Gallup13
449,227,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,91.0%,2016,Michael Gallup13
450,441,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,91.0%,2017,Michael Gallup13
451,76,33,68,507,15.4,49,10,2,0,0,0,0,16,64.7,4.0,91.0%,2018,Michael Gallup13
452,20,66,113,1107,16.8,62,18,6,0,0,0,0,14,146.7,10.5,91.0%,2019,Michael Gallup13
453,231,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,93.3%,2013,Calvin Ridley18
454,224,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,93.3%,2014,Calvin Ridley18
455,214,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,93.3%,2015,Calvin Ridley18
456,228,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,93.3%,2016,Calvin Ridley18
457,442,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,93.3%,2017,Calvin Ridley18
458,18,64,92,821,12.8,75,11,10,6,27,0,1,16,142.8,8.9,93.3%,2018,Calvin Ridley18
459,23,63,93,866,13.7,36,12,7,2,34,0,0,13,134.0,10.3,93.3%,2019,Calvin Ridley18
460,232,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Deontay Burnett16
461,195,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Deontay Burnett16
462,213,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Deontay Burnett16
463,229,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Deontay Burnett16
464,443,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Deontay Burnett16
465,152,10,15,143,14.3,29,3,0,0,0,0,0,5,14.3,2.9,0.0%,2018,Deontay Burnett16
466,168,2,4,48,24.0,41,1,0,0,0,0,0,2,4.8,2.4,0.0%,2019,Deontay Burnett16
467,233,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Marcell Ateman88
468,229,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Marcell Ateman88
469,212,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Marcell Ateman88
470,230,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Marcell Ateman88
471,436,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Marcell Ateman88
472,135,15,31,154,10.3,32,2,1,0,0,0,0,7,21.4,3.1,0.0%,2018,Marcell Ateman88
473,150,5,10,116,23.2,36,3,0,0,0,0,1,11,9.6,0.9,0.0%,2019,Marcell Ateman88
474,234,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,22.5%,2013,Anthony Miller17
475,223,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,22.5%,2014,Anthony Miller17
476,211,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,22.5%,2015,Anthony Miller17
477,224,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,22.5%,2016,Anthony Miller17
478,444,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,22.5%,2017,Anthony Miller17
479,52,33,54,423,12.8,55,6,7,6,26,0,0,15,87.2,5.8,22.5%,2018,Anthony Miller17
480,62,52,85,656,12.6,35,11,2,1,-1,0,1,16,75.5,4.7,22.5%,2019,Anthony Miller17
481,235,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,42.5%,2013,James Washington13
482,221,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,42.5%,2014,James Washington13
483,210,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,42.5%,2015,James Washington13
484,231,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,42.5%,2016,James Washington13
485,446,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,42.5%,2017,James Washington13
486,124,16,38,217,13.6,47,3,1,0,0,0,0,14,27.7,2.0,42.5%,2018,James Washington13
487,51,44,80,735,16.7,79,13,3,0,0,0,1,15,89.5,6.0,42.5%,2019,James Washington13
488,236,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,97.8%,2013,Courtland Sutton14
489,219,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,97.8%,2014,Courtland Sutton14
490,207,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,97.8%,2015,Courtland Sutton14
491,232,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,97.8%,2016,Courtland Sutton14
492,447,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,97.8%,2017,Courtland Sutton14
493,48,42,84,704,16.8,42,16,4,1,-1,0,0,16,94.3,5.9,97.8%,2018,Courtland Sutton14
494,17,72,124,1112,15.4,70,18,6,3,17,0,0,16,150.4,9.4,97.8%,2019,Courtland Sutton14
495,237,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2013,Brandon Zylstra16
496,218,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2014,Brandon Zylstra16
497,209,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2015,Brandon Zylstra16
498,233,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2016,Brandon Zylstra16
499,448,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2017,Brandon Zylstra16
500,182,1,2,23,23.0,23,1,0,0,0,0,0,16,2.3,0.1,0.1%,2018,Brandon Zylstra16
501,148,8,12,106,13.3,40,2,0,0,0,0,0,8,10.6,1.3,0.1%,2019,Brandon Zylstra16
502,238,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Jaydon Mickens85
503,238,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Jaydon Mickens85
504,237,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Jaydon Mickens85
505,272,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Jaydon Mickens85
506,131,6,11,77,12.8,41,1,2,0,0,0,2,10,15.7,1.6,0.0%,2017,Jaydon Mickens85
507,218,0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2018,Jaydon Mickens85
508,229,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,Jaydon Mickens85
509,239,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Marvin Hall17
510,239,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Marvin Hall17
511,238,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Marvin Hall17
512,251,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Marvin Hall17
513,141,2,9,60,30.0,40,2,1,0,0,0,0,8,12.0,1.5,0.0%,2017,Marvin Hall17
514,136,10,19,149,14.9,47,2,1,2,0,0,0,16,20.9,1.3,0.0%,2018,Marvin Hall17
515,104,7,11,261,37.3,58,6,1,1,7,0,0,9,32.8,3.6,0.0%,2019,Marvin Hall17
516,240,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Kalif Raymond14
517,237,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Kalif Raymond14
518,239,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Kalif Raymond14
519,597,0,2,0,0.0,0,0,0,0,0,0,1,4,-2.0,-0.5,0.0%,2016,Kalif Raymond14
520,574,1,1,12,12.0,12,0,0,1,-1,0,1,8,-0.9,-0.1,0.0%,2017,Kalif Raymond14
521,219,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Kalif Raymond14
522,135,9,12,170,18.9,52,3,1,1,-5,0,1,8,20.5,2.6,0.0%,2019,Kalif Raymond14
523,241,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Tevin Jones14
524,241,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Tevin Jones14
525,240,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Tevin Jones14
526,253,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Tevin Jones14
527,283,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Tevin Jones14
528,221,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Tevin Jones14
529,164,4,10,61,15.3,28,1,0,0,0,0,0,5,6.1,1.2,0.0%,2019,Tevin Jones14
530,242,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2013,Duke Williams82
531,243,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2014,Duke Williams82
532,249,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2015,Duke Williams82
533,306,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2016,Duke Williams82
534,273,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2017,Duke Williams82
535,223,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,2018,Duke Williams82
536,132,12,19,166,13.8,41,3,1,0,0,0,0,4,22.6,5.7,0.2%,2019,Duke Williams82
537,243,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Tommylee Lewis15
538,242,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Tommylee Lewis15
539,241,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Tommylee Lewis15
540,153,7,11,76,10.9,26,1,0,3,11,0,0,12,8.7,0.7,0.0%,2016,Tommylee Lewis15
541,129,10,15,116,11.6,52,2,1,2,14,0,1,15,17.0,1.1,0.0%,2017,Tommylee Lewis15
542,159,3,3,60,20.0,28,2,1,2,10,0,1,7,11.0,1.6,0.0%,2018,Tommylee Lewis15
543,232,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Tommylee Lewis15
544,244,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Maurice Harris16
545,240,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Maurice Harris16
546,242,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Maurice Harris16
547,164,8,12,66,8.3,15,0,0,0,0,0,0,10,6.6,0.7,0.0%,2016,Maurice Harris16
548,140,4,6,62,15.5,36,1,1,0,0,0,0,6,12.2,2.0,0.0%,2017,Maurice Harris16
549,118,28,47,304,10.9,42,3,0,2,10,0,0,12,31.4,2.6,0.0%,2018,Maurice Harris16
550,226,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Maurice Harris16
551,245,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2013,Marcus Johnson83
552,244,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2014,Marcus Johnson83
553,243,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2015,Marcus Johnson83
554,270,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2016,Marcus Johnson83
555,180,5,8,45,9.0,16,0,0,0,0,0,1,10,2.5,0.3,0.1%,2017,Marcus Johnson83
556,147,6,8,102,17.0,34,1,1,1,-2,0,0,5,16.0,3.2,0.1%,2018,Marcus Johnson83
557,95,17,33,277,16.3,50,3,2,0,0,0,0,9,39.7,4.4,0.1%,2019,Marcus Johnson83
558,246,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.9%,2013,Tyreek Hill10
559,245,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.9%,2014,Tyreek Hill10
560,244,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.9%,2015,Tyreek Hill10
561,15,61,83,593,9.7,49,8,6,24,267,3,1,16,138.0,8.6,99.9%,2016,Tyreek Hill10
562,4,75,105,1183,15.8,79,15,7,17,59,0,0,15,164.2,10.9,99.9%,2017,Tyreek Hill10
563,1,87,137,1479,17.0,75,27,12,22,151,1,0,16,241.0,15.1,99.9%,2018,Tyreek Hill10
564,28,58,89,860,14.8,57,11,7,8,23,0,0,12,130.3,10.9,99.9%,2019,Tyreek Hill10
565,247,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,2013,Alex Erickson12
566,246,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,2014,Alex Erickson12
567,512,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,2015,Alex Erickson12
568,161,6,8,71,11.8,20,1,0,0,0,0,0,16,7.1,0.4,0.3%,2016,Alex Erickson12
569,119,12,16,180,15.0,37,3,1,5,16,0,1,16,23.6,1.5,0.3%,2017,Alex Erickson12
570,142,20,29,167,8.4,28,1,0,3,22,0,1,16,16.9,1.1,0.3%,2018,Alex Erickson12
571,82,43,78,529,12.3,52,5,0,5,33,0,2,16,53.2,3.3,0.3%,2019,Alex Erickson12
572,248,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2013,Cody Core17
573,247,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2014,Cody Core17
574,538,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2015,Cody Core17
575,131,17,27,200,11.8,50,3,0,0,0,0,0,8,20.0,2.5,0.1%,2016,Cody Core17
576,263,0,4,0,0.0,0,0,0,0,0,0,0,13,0.0,0.0,0.1%,2017,Cody Core17
577,132,13,28,160,12.3,30,2,1,0,0,0,0,14,24.0,1.7,0.1%,2018,Cody Core17
578,180,3,5,28,9.3,11,0,0,0,0,0,0,16,2.8,0.2,0.1%,2019,Cody Core17
579,249,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2013,Mike Thomas80
580,248,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2014,Mike Thomas80
581,246,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2015,Mike Thomas80
582,181,3,9,37,12.3,16,0,0,0,0,0,1,15,1.7,0.1,0.1%,2016,Mike Thomas80
583,149,5,7,93,18.6,50,1,0,0,0,0,0,8,9.3,1.2,0.1%,2017,Mike Thomas80
584,224,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2018,Mike Thomas80
585,199,2,5,14,7.0,9,0,0,0,0,0,0,16,1.4,0.1,0.1%,2019,Mike Thomas80
586,250,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Moritz Bohringer49
587,249,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Moritz Bohringer49
588,248,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Moritz Bohringer49
589,266,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Moritz Bohringer49
590,247,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Moritz Bohringer49
591,225,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Moritz Bohringer49
592,215,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Moritz Bohringer49
593,251,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5%,2013,Geronimo Allison81
594,250,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5%,2014,Geronimo Allison81
595,247,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5%,2015,Geronimo Allison81
596,110,12,22,202,16.8,39,3,2,0,0,0,0,10,32.2,3.2,0.5%,2016,Geronimo Allison81
597,120,23,39,253,11.0,72,1,0,0,0,0,1,15,23.3,1.6,0.5%,2017,Geronimo Allison81
598,97,20,30,303,15.2,64,4,2,0,0,0,0,5,42.3,8.5,0.5%,2018,Geronimo Allison81
599,92,34,55,287,8.4,31,3,2,1,7,0,1,16,41.4,2.6,0.5%,2019,Geronimo Allison81
600,252,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Trevor Davis
601,251,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Trevor Davis
602,245,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Trevor Davis
603,167,3,7,24,8.0,9,0,1,0,0,0,1,11,6.4,0.6,0.0%,2016,Trevor Davis
604,155,5,7,70,14.0,29,2,0,2,13,0,0,16,8.3,0.5,0.0%,2017,Trevor Davis
605,226,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2018,Trevor Davis
606,137,8,11,111,13.9,28,2,0,4,73,1,2,14,20.4,1.5,0.0%,2019,Trevor Davis
607,253,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2013,David Moore83
608,254,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2014,David Moore83
609,251,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2015,David Moore83
610,215,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2016,David Moore83
611,215,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.4%,2017,David Moore83
612,63,26,52,445,17.1,54,8,5,1,5,0,0,16,75.0,4.7,0.4%,2018,David Moore83
613,90,17,34,301,17.7,60,5,2,3,25,0,1,15,42.6,2.8,0.4%,2019,David Moore83
614,254,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Chad Williams11
615,255,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Chad Williams11
616,252,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Chad Williams11
617,216,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Chad Williams11
618,167,3,7,31,10.3,15,0,0,2,33,0,0,6,6.4,1.1,0.0%,2017,Chad Williams11
619,133,17,46,171,10.1,22,1,1,1,9,0,0,10,24.0,2.4,0.0%,2018,Chad Williams11
620,234,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,Chad Williams11
621,255,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2013,Ryan Switzer10
622,256,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2014,Ryan Switzer10
623,291,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2015,Ryan Switzer10
624,211,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2016,Ryan Switzer10
625,179,6,7,41,6.8,12,0,0,4,5,0,1,16,2.6,0.2,0.1%,2017,Ryan Switzer10
626,113,36,44,253,7.0,24,1,1,6,21,0,0,16,33.4,2.1,0.1%,2018,Ryan Switzer10
627,183,8,11,27,3.4,8,0,0,0,0,0,0,9,2.7,0.3,0.1%,2019,Ryan Switzer10
628,256,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Gehrig Dieter12
629,257,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Gehrig Dieter12
630,253,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Gehrig Dieter12
631,201,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Gehrig Dieter12
632,209,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Gehrig Dieter12
633,183,1,3,22,22.0,22,1,0,0,0,0,0,4,2.2,0.6,0.0%,2018,Gehrig Dieter12
634,237,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2019,Gehrig Dieter12
635,257,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2013,Isaiah McKenzie19
636,259,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2014,Isaiah McKenzie19
637,254,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2015,Isaiah McKenzie19
638,203,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2016,Isaiah McKenzie19
639,571,4,13,29,7.3,14,0,0,1,4,0,2,11,-0.7,-0.1,0.1%,2017,Isaiah McKenzie19
640,112,18,30,179,9.9,23,1,0,10,66,2,1,8,34.5,4.3,0.1%,2018,Isaiah McKenzie19
641,100,27,39,254,9.4,46,3,1,8,49,0,0,15,36.3,2.4,0.1%,2019,Isaiah McKenzie19
642,259,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%,2013,Tim Patrick81
643,283,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%,2014,Tim Patrick81
644,257,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%,2015,Tim Patrick81
645,206,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%,2016,Tim Patrick81
646,217,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%,2017,Tim Patrick81
647,104,23,41,315,13.7,26,6,1,3,17,0,1,16,37.2,2.3,1.2%,2018,Tim Patrick81
648,134,16,31,218,13.6,38,3,0,0,0,0,0,8,21.8,2.7,1.2%,2019,Tim Patrick81
649,260,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Isaac Whitney19
650,261,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Isaac Whitney19
651,198,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Isaac Whitney19
652,238,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Isaac Whitney19
653,238,0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2017,Isaac Whitney19
654,207,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Isaac Whitney19
655,214,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Isaac Whitney19
656,262,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Andre Patton16
657,264,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Andre Patton16
658,260,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Andre Patton16
659,193,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Andre Patton16
660,240,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2017,Andre Patton16
661,232,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Andre Patton16
662,166,6,17,56,9.3,15,0,0,0,0,0,0,12,5.6,0.5,0.0%,2019,Andre Patton16
663,263,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Chris Thompson25
664,263,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Chris Thompson2
665,265,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Chris Thompson25
666,265,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Chris Thompson2
667,261,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Chris Thompson25
668,261,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2015,Chris Thompson2
669,196,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Chris Thompson25
670,196,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2016,Chris Thompson2
671,153,5,6,84,16.8,32,1,0,0,0,0,0,13,8.4,0.6,0.0%,2017,Chris Thompson25
672,153,5,6,84,16.8,32,1,0,0,0,0,0,13,8.4,0.6,0.0%,2017,Chris Thompson2
673,233,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Chris Thompson25
674,233,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2018,Chris Thompson2
675,212,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Chris Thompson25
676,212,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2019,Chris Thompson2
677,264,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2013,Justin Hardee34
678,262,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2014,Justin Hardee34
