,Name,"('Unnamed: 0_level_0', 'GP')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'SCKYDS')","('Sacks', 'TFL')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Fumbles', 'FF')","('Fumbles', 'FR')","('Fumbles', 'FTD')","('Unnamed: 15_level_0', 'KB')",class,team
458,Jarrod Wilson S,14,44,27,71,2.0,6,3.0,9,2,66,35,0,0,1,0,0,Defense,Jaguars
459,Jarrod Wilson S,11,42,24,66,0.5,4,3.5,4,1,14,14,0,0,0,0,0,Defense,Jaguars
460,Jarrod Wilson S,14,50,15,65,0.0,0,1.5,8,1,25,25,0,0,0,0,0,Defense,Jaguars
461,Jarrod Wilson S,9,36,25,61,1.0,9,3.0,1,0,0,0,0,0,1,0,0,Defense,Jaguars
462,Jarrod Wilson S,16,37,19,56,6.5,47,12.5,1,0,0,0,0,2,1,1,1,Defense,Jaguars
463,Jarrod Wilson S,16,42,13,55,0.0,0,1.0,13,3,0,0,0,0,0,0,0,Defense,Jaguars
464,Jarrod Wilson S,11,30,18,48,0.0,0,2.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
465,Jarrod Wilson S,16,31,13,44,10.5,74,11.5,0,0,0,0,0,2,0,0,0,Defense,Jaguars
466,Jarrod Wilson S,14,31,11,42,2.0,13,4.5,1,0,0,0,0,0,1,0,0,Defense,Jaguars
467,Jarrod Wilson S,15,32,9,41,2.0,17,5.0,6,0,0,0,0,1,1,0,0,Defense,Jaguars
468,Jarrod Wilson S,15,36,5,41,8.0,56,15.0,6,1,23,23,1,4,1,0,0,Defense,Jaguars
469,Jarrod Wilson S,13,30,10,40,1.0,8,4.0,1,0,0,0,0,0,0,0,0,Defense,Jaguars
470,Jarrod Wilson S,16,18,15,33,2.0,16,5.5,1,0,0,0,0,1,0,0,0,Defense,Jaguars
471,Jarrod Wilson S,16,15,16,31,2.0,10,3.0,0,0,0,0,0,0,1,0,0,Defense,Jaguars
472,Jarrod Wilson S,16,20,8,28,1.0,3,1.0,0,0,0,0,0,1,0,0,0,Defense,Jaguars
473,Jarrod Wilson S,10,21,6,27,1.0,6,1.0,2,0,0,0,0,0,0,0,0,Defense,Jaguars
474,Jarrod Wilson S,16,12,5,17,6.0,32,6.0,0,0,0,0,0,0,1,0,0,Defense,Jaguars
475,Jarrod Wilson S,3,13,4,17,0.0,0,0.0,1,0,0,0,0,1,0,0,0,Defense,Jaguars
476,Jarrod Wilson S,16,8,5,13,0.0,0,0.0,1,0,0,0,0,0,0,0,1,Defense,Jaguars
477,Jarrod Wilson S,6,8,5,13,0.5,3,1.5,1,0,0,0,0,0,0,0,0,Defense,Jaguars
478,Jarrod Wilson S,9,8,3,11,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
479,Jarrod Wilson S,11,6,1,7,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Jaguars
480,Jarrod Wilson S,5,5,2,7,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Jaguars
481,Jarrod Wilson S,4,4,2,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
482,Jarrod Wilson S,9,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
483,Jarrod Wilson S,8,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
484,Jarrod Wilson S,3,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
485,Jarrod Wilson S,15,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
486,Jarrod Wilson S,16,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
487,Jarrod Wilson S,5,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
488,Jarrod Wilson S,8,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
489,Jarrod Wilson S,2,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
490,Jarrod Wilson S,7,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
491,Jarrod Wilson S,3,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
492,Jarrod Wilson S,15,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
493,Jarrod Wilson S,10,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
494,Jarrod Wilson S,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
495,Jarrod Wilson S,14,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
496,Jarrod Wilson S,4,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
497,Jarrod Wilson S,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
498,Jarrod Wilson S,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
499,Jarrod Wilson S,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
500,Jarrod Wilson S,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
501,Jarrod Wilson S,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
502,Jarrod Wilson S,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
503,Jarrod Wilson S,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
504,Jarrod Wilson S,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
505,Jarrod Wilson S,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Jaguars
506,Logan Ryan CB,16,73,40,113,4.5,31,7.0,18,4,16,16,0,4,0,0,0,Defense,Titans
507,Logan Ryan CB,16,69,42,111,2.5,13,11.0,0,0,0,0,0,0,1,1,0,Defense,Titans
508,Logan Ryan CB,14,69,36,105,1.0,1,3.0,8,1,0,0,0,0,1,1,0,Defense,Titans
509,Logan Ryan CB,16,51,33,84,1.0,6,3.5,5,1,2,2,0,0,0,0,0,Defense,Titans
510,Logan Ryan CB,16,60,24,84,0.0,0,2.0,9,5,79,28,0,0,0,0,0,Defense,Titans
511,Logan Ryan CB,16,43,25,68,9.0,53,13.5,1,1,0,0,0,1,2,0,0,Defense,Titans
512,Logan Ryan CB,11,39,6,45,0.0,0,3.0,6,0,0,0,0,0,0,0,0,Defense,Titans
513,Logan Ryan CB,14,26,18,44,5.0,42,7.0,0,0,0,0,0,1,2,0,0,Defense,Titans
514,Logan Ryan CB,16,21,21,42,1.0,0,0.5,3,0,0,0,0,0,0,0,0,Defense,Titans
515,Logan Ryan CB,15,25,17,42,1.0,10,3.0,1,0,0,0,0,1,0,0,0,Defense,Titans
516,Logan Ryan CB,16,27,10,37,5.0,21,6.0,2,0,0,0,0,0,1,0,0,Defense,Titans
517,Logan Ryan CB,14,24,11,35,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Titans
518,Logan Ryan CB,9,18,14,32,2.0,7,4.5,1,0,0,0,0,0,0,0,0,Defense,Titans
519,Logan Ryan CB,9,25,7,32,0.0,0,1.0,9,2,61,38,1,0,0,0,0,Defense,Titans
520,Logan Ryan CB,9,18,8,26,0.0,0,0.0,0,0,0,0,0,2,0,0,0,Defense,Titans
521,Logan Ryan CB,16,11,12,23,0.0,0,1.0,1,0,0,0,0,0,0,0,1,Defense,Titans
522,Logan Ryan CB,11,13,9,22,1.0,4,2.0,1,0,0,0,0,0,0,0,0,Defense,Titans
523,Logan Ryan CB,16,14,5,19,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Titans
524,Logan Ryan CB,14,9,6,15,0.0,0,3.0,1,0,0,0,0,1,0,0,0,Defense,Titans
525,Logan Ryan CB,8,10,3,13,2.0,16,3.5,0,0,0,0,0,0,0,0,0,Defense,Titans
526,Logan Ryan CB,4,11,2,13,0.0,0,2.0,2,0,0,0,0,0,0,0,0,Defense,Titans
527,Logan Ryan CB,16,6,4,10,0.0,0,1.0,0,0,0,0,0,0,0,0,2,Defense,Titans
528,Logan Ryan CB,13,5,5,10,0.0,0,0.0,0,0,0,0,0,1,1,0,0,Defense,Titans
529,Logan Ryan CB,2,8,1,9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
530,Logan Ryan CB,13,4,4,8,1.5,9,1.5,0,0,0,0,0,0,1,0,0,Defense,Titans
531,Logan Ryan CB,3,5,1,6,3.0,23,3.0,0,0,0,0,0,0,0,0,0,Defense,Titans
532,Logan Ryan CB,8,6,0,6,0.0,0,0.0,1,0,0,0,0,0,0,0,1,Defense,Titans
533,Logan Ryan CB,8,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
534,Logan Ryan CB,6,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
535,Logan Ryan CB,8,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
536,Logan Ryan CB,9,3,1,4,2.5,20,2.5,1,0,0,0,0,0,0,0,0,Defense,Titans
537,Logan Ryan CB,16,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
538,Logan Ryan CB,16,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
539,Logan Ryan CB,13,3,0,3,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Titans
540,Logan Ryan CB,16,0,3,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
541,Logan Ryan CB,12,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
542,Logan Ryan CB,5,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
543,Logan Ryan CB,5,1,1,2,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Titans
544,Logan Ryan CB,6,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
545,Logan Ryan CB,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
546,Logan Ryan CB,15,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
547,Logan Ryan CB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
548,Logan Ryan CB,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
549,Logan Ryan CB,6,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
550,Logan Ryan CB,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
551,Logan Ryan CB,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
552,Logan Ryan CB,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
553,Logan Ryan CB,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Titans
554,Todd Davis LB,14,78,56,134,0.0,0,6.0,1,0,0,0,0,0,0,0,0,Defense,Broncos
555,Todd Davis LB,15,51,42,93,1.5,3,7.0,3,1,0,0,0,2,1,0,0,Defense,Broncos
556,Todd Davis LB,16,65,28,93,0.0,0,2.5,15,4,30,17,0,0,0,0,0,Defense,Broncos
557,Todd Davis LB,13,48,23,71,0.0,0,4.5,10,2,28,24,0,1,0,1,0,Defense,Broncos
558,Todd Davis LB,16,44,12,56,0.0,0,1.0,6,1,11,11,0,1,0,0,0,Defense,Broncos
559,Todd Davis LB,16,28,21,49,6.0,33,9.0,9,0,0,0,0,1,0,0,0,Defense,Broncos
560,Todd Davis LB,13,28,20,48,0.0,0,8.5,0,0,0,0,0,0,0,0,0,Defense,Broncos
561,Todd Davis LB,15,33,13,46,8.0,32,11.0,2,0,0,0,0,0,0,0,0,Defense,Broncos
562,Todd Davis LB,16,32,11,43,0.0,0,1.0,4,0,0,0,0,0,0,0,0,Defense,Broncos
563,Todd Davis LB,15,21,17,38,1.5,5,1.5,0,0,0,0,0,0,2,0,0,Defense,Broncos
564,Todd Davis LB,16,30,5,35,0.0,0,2.5,3,0,0,0,0,0,0,0,0,Defense,Broncos
565,Todd Davis LB,14,26,9,35,1.0,7,1.0,2,1,11,11,0,1,0,0,0,Defense,Broncos
566,Todd Davis LB,12,23,11,34,7.0,41,8.0,1,0,0,0,0,1,0,0,0,Defense,Broncos
567,Todd Davis LB,15,16,11,27,2.0,11,5.5,1,0,0,0,0,0,1,0,0,Defense,Broncos
568,Todd Davis LB,16,19,6,25,0.0,0,0.0,0,0,0,0,0,1,1,0,0,Defense,Broncos
569,Todd Davis LB,10,13,9,22,4.0,24,5.0,1,0,0,0,0,0,0,0,0,Defense,Broncos
570,Todd Davis LB,4,16,5,21,1.0,7,5.0,1,0,0,0,0,1,0,0,0,Defense,Broncos
571,Todd Davis LB,15,12,9,21,1.0,7,1.5,2,0,0,0,0,0,0,0,0,Defense,Broncos
572,Todd Davis LB,12,14,7,21,3.5,19,5.5,0,0,0,0,0,0,1,0,0,Defense,Broncos
573,Todd Davis LB,14,15,4,19,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Broncos
574,Todd Davis LB,9,11,5,16,0.0,0,1.5,2,0,0,0,0,0,0,0,0,Defense,Broncos
575,Todd Davis LB,14,8,6,14,3.5,22,3.5,2,1,7,7,0,0,0,0,1,Defense,Broncos
576,Todd Davis LB,5,9,4,13,0.0,0,0.0,3,0,0,0,0,0,0,0,0,Defense,Broncos
577,Todd Davis LB,7,4,6,10,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
578,Todd Davis LB,12,5,3,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
579,Todd Davis LB,3,4,3,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
580,Todd Davis LB,13,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
581,Todd Davis LB,8,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
582,Todd Davis LB,4,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
583,Todd Davis LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
584,Todd Davis LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
585,Todd Davis LB,8,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
586,Todd Davis LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
587,Todd Davis LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
588,Todd Davis LB,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
589,Todd Davis LB,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
590,Todd Davis LB,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
591,Todd Davis LB,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
592,Todd Davis LB,7,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
593,Todd Davis LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
594,Todd Davis LB,1,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
595,Todd Davis LB,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
596,Todd Davis LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
597,Todd Davis LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
598,Todd Davis LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
599,Todd Davis LB,7,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
600,Todd Davis LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
601,Todd Davis LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
602,Todd Davis LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Broncos
603,Anthony Hitchens LB,15,51,37,88,2.0,31,6.0,1,0,0,0,0,1,0,0,0,Defense,Chiefs
604,Anthony Hitchens LB,16,52,29,81,1.5,9,3.5,1,0,0,0,0,1,0,0,0,Defense,Chiefs
605,Anthony Hitchens LB,16,63,12,75,2.0,14,3.5,12,4,70,35,0,0,0,0,0,Defense,Chiefs
606,Anthony Hitchens LB,16,56,18,74,0.0,0,0.0,10,2,10,10,0,1,0,0,0,Defense,Chiefs
607,Anthony Hitchens LB,16,42,16,58,0.0,0,0.0,5,3,46,46,1,0,0,0,0,Defense,Chiefs
608,Anthony Hitchens LB,16,44,13,57,0.0,0,2.0,4,2,6,6,0,0,0,0,0,Defense,Chiefs
609,Anthony Hitchens LB,16,35,21,56,0.0,0,1.0,1,0,0,0,0,0,0,0,0,Defense,Chiefs
610,Anthony Hitchens LB,11,34,15,49,1.0,7,3.0,2,0,0,0,0,0,0,0,0,Defense,Chiefs
611,Anthony Hitchens LB,16,18,30,48,1.0,1,5.0,1,1,0,0,0,1,0,0,0,Defense,Chiefs
612,Anthony Hitchens LB,16,37,11,48,0.0,0,0.0,8,2,4,4,0,0,2,1,0,Defense,Chiefs
613,Anthony Hitchens LB,14,27,10,37,8.0,51,13.0,4,1,5,5,0,3,1,0,0,Defense,Chiefs
614,Anthony Hitchens LB,13,23,13,36,9.0,75,9.5,4,0,0,0,0,1,1,0,0,Defense,Chiefs
615,Anthony Hitchens LB,10,23,9,32,5.5,37,8.0,3,0,0,0,0,1,0,0,0,Defense,Chiefs
616,Anthony Hitchens LB,16,22,9,31,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Chiefs
617,Anthony Hitchens LB,14,23,7,30,2.0,9,4.0,0,0,0,0,0,0,1,1,0,Defense,Chiefs
618,Anthony Hitchens LB,16,21,8,29,4.0,47,7.5,2,0,0,0,0,1,1,0,2,Defense,Chiefs
619,Anthony Hitchens LB,8,13,11,24,1.0,8,3.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
620,Anthony Hitchens LB,12,13,9,22,1.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Chiefs
621,Anthony Hitchens LB,10,15,7,22,5.0,33,5.0,1,0,0,0,0,1,0,0,0,Defense,Chiefs
622,Anthony Hitchens LB,16,13,4,17,1.0,7,1.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
623,Anthony Hitchens LB,12,11,4,15,0.0,0,0.0,4,1,0,0,0,1,0,0,0,Defense,Chiefs
624,Anthony Hitchens LB,8,9,5,14,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
625,Anthony Hitchens LB,14,5,3,8,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Chiefs
626,Anthony Hitchens LB,16,5,3,8,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
627,Anthony Hitchens LB,5,7,1,8,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,Chiefs
628,Anthony Hitchens LB,14,3,4,7,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Chiefs
629,Anthony Hitchens LB,16,4,3,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
630,Anthony Hitchens LB,4,4,0,4,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
631,Anthony Hitchens LB,2,1,2,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
632,Anthony Hitchens LB,2,1,2,3,1.0,8,1.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
633,Anthony Hitchens LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
634,Anthony Hitchens LB,3,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
635,Anthony Hitchens LB,5,0,2,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
636,Anthony Hitchens LB,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
637,Anthony Hitchens LB,15,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
638,Anthony Hitchens LB,2,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
639,Anthony Hitchens LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
640,Anthony Hitchens LB,6,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
641,Anthony Hitchens LB,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
642,Anthony Hitchens LB,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
643,Anthony Hitchens LB,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Chiefs
644,Tahir Whitehead LB,16,79,29,108,0.0,0,6.5,1,0,0,0,0,0,0,0,0,Defense,Raiders
645,Tahir Whitehead LB,16,64,10,74,0.0,0,1.5,8,3,145,59,2,0,0,0,0,Defense,Raiders
646,Tahir Whitehead LB,16,53,20,73,0.0,0,4.0,4,1,11,11,0,0,0,0,0,Defense,Raiders
647,Tahir Whitehead LB,15,51,7,58,0.0,0,1.0,8,1,0,0,0,0,1,0,0,Defense,Raiders
648,Tahir Whitehead LB,16,42,8,50,0.0,0,0.0,10,1,0,0,0,0,0,0,0,Defense,Raiders
649,Tahir Whitehead LB,16,28,22,50,1.5,7,9.5,1,0,0,0,0,0,0,0,0,Defense,Raiders
650,Tahir Whitehead LB,14,41,8,49,0.0,0,3.0,3,0,0,0,0,0,0,0,0,Defense,Raiders
651,Tahir Whitehead LB,9,38,11,49,0.0,0,4.0,3,1,0,0,0,0,1,0,0,Defense,Raiders
652,Tahir Whitehead LB,16,36,11,47,10.0,69,19.0,4,0,0,0,0,4,0,0,0,Defense,Raiders
653,Tahir Whitehead LB,9,26,15,41,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
654,Tahir Whitehead LB,15,24,14,38,4.5,35,10.5,5,0,0,0,0,0,1,0,0,Defense,Raiders
655,Tahir Whitehead LB,16,27,7,34,0.0,0,2.5,1,0,0,0,0,1,0,0,0,Defense,Raiders
656,Tahir Whitehead LB,16,18,8,26,1.5,10,5.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
657,Tahir Whitehead LB,11,20,4,24,0.0,0,2.0,5,0,0,0,0,0,0,0,0,Defense,Raiders
658,Tahir Whitehead LB,6,16,7,23,0.0,0,0.0,2,1,3,3,0,0,0,0,0,Defense,Raiders
659,Tahir Whitehead LB,4,15,5,20,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Raiders
660,Tahir Whitehead LB,13,11,8,19,0.0,0,3.5,1,0,0,0,0,0,0,0,0,Defense,Raiders
661,Tahir Whitehead LB,4,11,7,18,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Raiders
662,Tahir Whitehead LB,16,11,7,18,3.5,39,4.5,3,1,55,55,0,0,2,0,0,Defense,Raiders
663,Tahir Whitehead LB,15,10,5,15,7.0,51,6.5,0,0,0,0,0,3,0,0,0,Defense,Raiders
664,Tahir Whitehead LB,14,12,0,12,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Raiders
665,Tahir Whitehead LB,5,11,0,11,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
666,Tahir Whitehead LB,15,6,4,10,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
667,Tahir Whitehead LB,4,4,3,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
668,Tahir Whitehead LB,16,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
669,Tahir Whitehead LB,14,5,1,6,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Raiders
670,Tahir Whitehead LB,1,1,4,5,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Raiders
671,Tahir Whitehead LB,7,5,0,5,2.0,12,1.0,1,0,0,0,0,0,0,0,0,Defense,Raiders
672,Tahir Whitehead LB,7,3,1,4,2.0,23,2.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
673,Tahir Whitehead LB,13,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
674,Tahir Whitehead LB,3,3,0,3,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
675,Tahir Whitehead LB,15,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
676,Tahir Whitehead LB,3,1,2,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
677,Tahir Whitehead LB,5,1,1,2,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Raiders
678,Tahir Whitehead LB,3,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
679,Tahir Whitehead LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
680,Tahir Whitehead LB,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
681,Tahir Whitehead LB,3,2,0,2,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,Raiders
682,Tahir Whitehead LB,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
683,Tahir Whitehead LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
684,Tahir Whitehead LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
685,Tahir Whitehead LB,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
686,Tahir Whitehead LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
687,Tahir Whitehead LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Raiders
688,Tahir Whitehead LB,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Raiders
689,Thomas Davis Sr. LB,16,65,47,112,1.0,5,4.0,2,0,0,0,0,0,0,0,0,Defense,Chargers
690,Thomas Davis Sr. LB,15,61,14,75,0.0,0,4.0,1,0,0,0,0,0,0,0,0,Defense,Chargers
691,Thomas Davis Sr. LB,14,50,18,68,0.0,0,5.0,1,1,0,0,0,1,0,0,0,Defense,Chargers
692,Thomas Davis Sr. LB,16,47,20,67,11.5,78,20.0,0,0,0,0,0,1,0,0,0,Defense,Chargers
693,Thomas Davis Sr. LB,16,34,20,54,0.0,0,1.0,4,3,10,8,0,0,0,0,0,Defense,Chargers
694,Thomas Davis Sr. LB,15,40,11,51,2.5,14,5.5,2,0,0,0,0,1,1,0,0,Defense,Chargers
