,Name,"('Unnamed: 0_level_0', 'GP')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'SCKYDS')","('Sacks', 'TFL')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Fumbles', 'FF')","('Fumbles', 'FR')","('Fumbles', 'FTD')","('Unnamed: 15_level_0', 'KB')",class,team
1171,Luke Kuechly LB,16,7,2,9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1172,Luke Kuechly LB,15,5,3,8,0.0,0,1.5,1,0,0,0,0,0,0,0,1,Defense,Panthers
1173,Luke Kuechly LB,9,3,4,7,0.0,0,1.5,0,0,0,0,0,0,0,0,0,Defense,Panthers
1174,Luke Kuechly LB,10,6,0,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1175,Luke Kuechly LB,16,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1176,Luke Kuechly LB,13,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1177,Luke Kuechly LB,16,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1178,Luke Kuechly LB,15,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1179,Luke Kuechly LB,6,2,2,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1180,Luke Kuechly LB,2,4,0,4,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1181,Luke Kuechly LB,5,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1182,Luke Kuechly LB,16,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1183,Luke Kuechly LB,16,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1184,Luke Kuechly LB,9,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1185,Luke Kuechly LB,7,2,1,3,2.0,13,2.5,0,0,0,0,0,0,0,0,0,Defense,Panthers
1186,Luke Kuechly LB,8,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1187,Luke Kuechly LB,4,0,2,2,0.5,4,0.5,0,0,0,0,0,0,0,0,0,Defense,Panthers
1188,Luke Kuechly LB,1,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1189,Luke Kuechly LB,7,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1190,Luke Kuechly LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1191,Luke Kuechly LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1192,Luke Kuechly LB,14,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1193,Luke Kuechly LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1194,Luke Kuechly LB,16,0,2,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1195,Luke Kuechly LB,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1196,Luke Kuechly LB,5,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1197,Luke Kuechly LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1198,Luke Kuechly LB,9,1,0,1,0.0,0,1.0,0,0,0,0,0,0,1,0,0,Defense,Panthers
1199,Luke Kuechly LB,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Panthers
1200,Demario Davis LB,16,87,24,111,4.0,37,11.5,12,1,1,1,0,0,0,0,0,Defense,Saints
1201,Demario Davis LB,13,66,23,89,1.5,14,6.0,5,1,19,19,0,2,5,1,0,Defense,Saints
1202,Demario Davis LB,15,47,22,69,2.5,12,6.0,2,1,14,14,1,1,1,0,0,Defense,Saints
1203,Demario Davis LB,15,53,5,58,0.0,0,0.0,4,0,0,0,0,1,0,0,0,Defense,Saints
1204,Demario Davis LB,14,46,11,57,0.0,0,1.0,14,1,0,0,0,0,0,0,0,Defense,Saints
1205,Demario Davis LB,15,40,15,55,0.0,0,0.5,13,4,56,55,1,1,0,0,0,Defense,Saints
1206,Demario Davis LB,16,37,16,53,15.5,98,18.0,3,0,0,0,0,0,1,0,0,Defense,Saints
1207,Demario Davis LB,16,38,11,49,0.0,0,7.0,8,1,28,28,0,1,1,0,0,Defense,Saints
1208,Demario Davis LB,14,34,10,44,1.0,1,2.0,4,1,0,0,0,0,0,0,0,Defense,Saints
1209,Demario Davis LB,16,18,16,34,2.0,11,5.0,1,0,0,0,0,0,1,0,0,Defense,Saints
1210,Demario Davis LB,15,22,10,32,3.0,15,3.0,1,0,0,0,0,0,0,0,0,Defense,Saints
1211,Demario Davis LB,13,25,6,31,0.0,0,3.0,1,0,0,0,0,0,0,0,0,Defense,Saints
1212,Demario Davis LB,13,15,16,31,6.0,45,8.0,0,0,0,0,0,3,0,0,0,Defense,Saints
1213,Demario Davis LB,15,20,7,27,1.0,9,2.5,1,1,3,3,0,0,0,0,0,Defense,Saints
1214,Demario Davis LB,13,11,8,19,4.5,24,5.5,0,0,0,0,0,1,0,0,0,Defense,Saints
1215,Demario Davis LB,16,8,10,18,2.0,6,3.5,4,1,19,19,0,0,0,0,0,Defense,Saints
1216,Demario Davis LB,16,13,4,17,0.0,0,2.0,0,0,0,0,0,0,1,0,1,Defense,Saints
1217,Demario Davis LB,11,14,2,16,0.0,0,1.0,2,0,0,0,0,0,0,0,0,Defense,Saints
1218,Demario Davis LB,16,10,1,11,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1219,Demario Davis LB,8,8,3,11,1.0,9,2.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1220,Demario Davis LB,10,7,3,10,2.0,14,2.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1221,Demario Davis LB,14,6,2,8,3.0,22,3.0,0,0,0,0,0,1,0,0,0,Defense,Saints
1222,Demario Davis LB,4,5,3,8,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Saints
1223,Demario Davis LB,2,7,0,7,1.0,6,1.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1224,Demario Davis LB,2,5,2,7,0.0,0,0.0,2,1,0,0,0,0,0,0,0,Defense,Saints
1225,Demario Davis LB,3,4,2,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1226,Demario Davis LB,16,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1227,Demario Davis LB,16,1,2,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1228,Demario Davis LB,1,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1229,Demario Davis LB,1,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1230,Demario Davis LB,1,0,2,2,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Saints
1231,Demario Davis LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1232,Demario Davis LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1233,Demario Davis LB,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1234,Demario Davis LB,3,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1235,Demario Davis LB,12,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1236,Demario Davis LB,5,1,0,1,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1237,Demario Davis LB,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1238,Demario Davis LB,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1239,Demario Davis LB,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Saints
1240,Lavonte David LB,16,82,41,123,1.0,14,12.5,7,1,26,26,0,3,1,0,0,Defense,Buccaneers
1241,Lavonte David LB,13,58,33,91,2.5,24,4.5,3,1,5,5,0,3,4,2,0,Defense,Buccaneers
1242,Lavonte David LB,14,50,19,69,0.0,0,4.5,9,1,11,11,0,0,1,0,0,Defense,Buccaneers
1243,Lavonte David LB,14,54,6,60,0.0,0,3.0,19,1,0,0,0,1,1,0,0,Defense,Buccaneers
1244,Lavonte David LB,16,45,13,58,19.5,138,23.0,2,1,4,4,0,6,0,0,0,Defense,Buccaneers
1245,Lavonte David LB,14,41,5,46,0.0,0,3.0,3,1,21,21,0,1,0,0,0,Defense,Buccaneers
1246,Lavonte David LB,15,33,12,45,1.0,9,3.5,6,0,0,0,0,0,1,0,0,Defense,Buccaneers
1247,Lavonte David LB,16,37,7,44,1.0,7,3.0,8,3,88,70,1,1,0,0,0,Defense,Buccaneers
1248,Lavonte David LB,16,22,19,41,2.5,12,8.5,4,0,0,0,0,0,4,2,0,Defense,Buccaneers
1249,Lavonte David LB,9,36,4,40,0.0,0,0.0,4,1,15,15,1,0,1,0,0,Defense,Buccaneers
1250,Lavonte David LB,16,26,12,38,1.0,10,6.5,2,0,0,0,0,0,0,0,0,Defense,Buccaneers
1251,Lavonte David LB,10,28,7,35,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Buccaneers
1252,Lavonte David LB,16,19,16,35,2.5,17,5.5,3,0,0,0,0,0,0,0,0,Defense,Buccaneers
1253,Lavonte David LB,14,24,10,34,6.0,25,10.0,0,0,0,0,0,1,1,0,0,Defense,Buccaneers
1254,Lavonte David LB,16,21,13,34,0.0,0,3.0,2,0,0,0,0,0,1,0,0,Defense,Buccaneers
1255,Lavonte David LB,10,24,3,27,8.5,47,11.0,2,0,0,0,0,2,0,0,0,Defense,Buccaneers
1256,Lavonte David LB,13,16,5,21,0.0,0,1.0,17,2,31,31,0,0,0,0,0,Defense,Buccaneers
1257,Lavonte David LB,12,10,1,11,0.0,0,0.0,1,0,0,0,0,1,0,0,0,Defense,Buccaneers
1258,Lavonte David LB,13,4,6,10,0.5,3,1.5,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1259,Lavonte David LB,13,6,3,9,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Buccaneers
1260,Lavonte David LB,16,5,4,9,0.0,0,1.5,0,0,0,0,0,0,1,0,0,Defense,Buccaneers
1261,Lavonte David LB,9,1,7,8,0.0,0,0.0,1,0,0,0,0,1,0,0,0,Defense,Buccaneers
1262,Lavonte David LB,16,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1263,Lavonte David LB,14,6,0,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1264,Lavonte David LB,8,4,2,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1265,Lavonte David LB,14,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1266,Lavonte David LB,15,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1267,Lavonte David LB,13,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1268,Lavonte David LB,16,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1269,Lavonte David LB,14,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1270,Lavonte David LB,5,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1271,Lavonte David LB,8,2,1,3,1.0,18,1.0,0,0,0,0,0,1,0,0,0,Defense,Buccaneers
1272,Lavonte David LB,5,1,2,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1273,Lavonte David LB,8,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1274,Lavonte David LB,4,3,0,3,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1275,Lavonte David LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1276,Lavonte David LB,12,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1277,Lavonte David LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1278,Lavonte David LB,4,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1279,Lavonte David LB,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1280,Lavonte David LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1281,Lavonte David LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1282,Lavonte David LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Buccaneers
1283,Jordan Hicks LB,16,92,57,149,1.5,11,13.0,6,3,64,48,0,2,1,0,0,Defense,Cardinals
1284,Jordan Hicks LB,16,104,43,147,0.5,4,9.5,6,0,0,0,0,1,1,0,0,Defense,Cardinals
1285,Jordan Hicks LB,16,66,12,78,0.0,0,2.0,10,1,0,0,0,0,0,0,0,Defense,Cardinals
1286,Jordan Hicks LB,16,44,32,76,1.0,0,6.5,6,0,0,0,0,0,1,0,0,Defense,Cardinals
1287,Jordan Hicks LB,16,41,24,65,0.0,0,6.0,0,0,0,0,0,1,0,0,0,Defense,Cardinals
1288,Jordan Hicks LB,15,45,12,57,0.0,0,0.0,3,1,18,18,0,0,1,0,0,Defense,Cardinals
1289,Jordan Hicks LB,10,46,7,53,1.0,13,3.0,7,2,0,0,0,1,0,0,0,Defense,Cardinals
1290,Jordan Hicks LB,16,41,12,53,19.0,146,19.5,5,0,0,0,0,8,3,0,0,Defense,Cardinals
1291,Jordan Hicks LB,16,19,19,38,2.5,17,6.5,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1292,Jordan Hicks LB,10,34,3,37,0.0,0,2.0,3,0,0,0,0,0,0,0,0,Defense,Cardinals
1293,Jordan Hicks LB,13,23,14,37,5.5,42,12.0,0,0,0,0,0,4,1,0,0,Defense,Cardinals
1294,Jordan Hicks LB,16,25,11,36,2.5,11,7.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1295,Jordan Hicks LB,13,20,11,31,3.0,14,8.5,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1296,Jordan Hicks LB,4,17,11,28,0.0,0,0.5,1,0,0,0,0,0,0,0,0,Defense,Cardinals
1297,Jordan Hicks LB,9,14,8,22,1.5,10,5.5,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1298,Jordan Hicks LB,14,15,7,22,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Cardinals
1299,Jordan Hicks LB,11,17,5,22,0.0,0,0.0,6,0,0,0,0,0,0,0,0,Defense,Cardinals
1300,Jordan Hicks LB,12,13,6,19,0.0,0,2.0,1,0,0,0,0,0,0,0,0,Defense,Cardinals
1301,Jordan Hicks LB,11,14,4,18,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1302,Jordan Hicks LB,13,6,6,12,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1303,Jordan Hicks LB,14,7,4,11,0.0,0,0.5,0,0,0,0,0,0,1,0,0,Defense,Cardinals
1304,Jordan Hicks LB,9,2,6,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1305,Jordan Hicks LB,4,6,2,8,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1306,Jordan Hicks LB,9,4,4,8,1.0,5,1.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1307,Jordan Hicks LB,16,6,2,8,0.0,0,2.0,0,0,0,0,0,0,1,0,0,Defense,Cardinals
1308,Jordan Hicks LB,12,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1309,Jordan Hicks LB,2,7,0,7,1.0,0,2.0,0,0,0,0,0,1,0,0,0,Defense,Cardinals
1310,Jordan Hicks LB,12,6,1,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1311,Jordan Hicks LB,13,4,2,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1312,Jordan Hicks LB,16,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1313,Jordan Hicks LB,8,3,2,5,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1314,Jordan Hicks LB,9,2,2,4,0.0,0,1.5,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1315,Jordan Hicks LB,3,2,2,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1316,Jordan Hicks LB,3,1,3,4,0.0,0,1.5,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1317,Jordan Hicks LB,11,3,0,3,0.0,0,1.0,0,0,0,0,0,1,0,0,0,Defense,Cardinals
1318,Jordan Hicks LB,15,1,2,3,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1319,Jordan Hicks LB,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1320,Jordan Hicks LB,8,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1321,Jordan Hicks LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1322,Jordan Hicks LB,6,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1323,Jordan Hicks LB,12,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1324,Jordan Hicks LB,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1325,Jordan Hicks LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1326,Jordan Hicks LB,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1327,Jordan Hicks LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1328,Jordan Hicks LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1329,Jordan Hicks LB,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1330,Jordan Hicks LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1331,Jordan Hicks LB,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1332,Jordan Hicks LB,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Cardinals
1333,Cory Littleton LB,16,78,56,134,3.5,25,5.5,9,2,32,26,0,2,4,0,0,Defense,Rams
1334,Cory Littleton LB,16,69,39,108,0.0,0,1.5,4,0,0,0,0,0,0,0,0,Defense,Rams
1335,Cory Littleton LB,15,62,38,100,0.0,0,4.5,8,2,54,31,1,0,1,0,0,Defense,Rams
1336,Cory Littleton LB,16,34,29,63,3.0,20,5.5,1,0,0,0,0,0,0,0,0,Defense,Rams
1337,Cory Littleton LB,16,40,18,58,11.5,84,17.5,6,0,0,0,0,2,1,1,0,Defense,Rams
1338,Cory Littleton LB,16,36,22,58,0.0,0,1.0,0,0,0,0,0,2,0,0,0,Defense,Rams
1339,Cory Littleton LB,6,24,27,51,0.0,0,2.0,2,2,0,0,0,0,0,0,0,Defense,Rams
1340,Cory Littleton LB,16,26,22,48,4.5,32,9.0,4,0,0,0,0,1,2,0,0,Defense,Rams
1341,Cory Littleton LB,16,29,19,48,12.5,69,23.5,2,0,0,0,0,2,1,0,0,Defense,Rams
1342,Cory Littleton LB,16,25,19,44,2.0,10,6.0,1,0,0,0,0,0,0,0,0,Defense,Rams
1343,Cory Littleton LB,14,32,11,43,1.0,2,1.0,8,2,6,6,0,0,0,0,0,Defense,Rams
1344,Cory Littleton LB,13,27,10,37,8.0,41,10.5,3,0,0,0,0,2,0,0,0,Defense,Rams
1345,Cory Littleton LB,16,27,9,36,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Rams
1346,Cory Littleton LB,16,32,4,36,0.0,0,3.5,7,0,0,0,0,2,0,0,0,Defense,Rams
1347,Cory Littleton LB,9,31,2,33,0.0,0,1.0,4,1,13,13,0,1,0,0,0,Defense,Rams
1348,Cory Littleton LB,16,19,3,22,0.0,0,1.5,3,0,0,0,0,0,0,0,0,Defense,Rams
1349,Cory Littleton LB,16,12,6,18,2.0,9,3.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1350,Cory Littleton LB,12,14,1,15,0.0,0,1.0,4,2,0,0,0,0,1,1,0,Defense,Rams
1351,Cory Littleton LB,6,9,5,14,0.0,0,1.0,4,2,32,32,1,0,1,0,0,Defense,Rams
1352,Cory Littleton LB,5,7,7,14,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Rams
1353,Cory Littleton LB,10,6,7,13,0.5,2,0.5,0,0,0,0,0,0,0,0,0,Defense,Rams
1354,Cory Littleton LB,5,4,7,11,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1355,Cory Littleton LB,8,9,1,10,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Rams
1356,Cory Littleton LB,16,6,2,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1357,Cory Littleton LB,10,3,4,7,1.5,8,1.5,0,0,0,0,0,0,0,0,0,Defense,Rams
1358,Cory Littleton LB,13,2,5,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1359,Cory Littleton LB,9,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1360,Cory Littleton LB,14,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1361,Cory Littleton LB,15,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1362,Cory Littleton LB,16,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1363,Cory Littleton LB,3,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1364,Cory Littleton LB,13,3,0,3,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,Rams
1365,Cory Littleton LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1366,Cory Littleton LB,12,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1367,Cory Littleton LB,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1368,Cory Littleton LB,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1369,Cory Littleton LB,15,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1370,Cory Littleton LB,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1371,Cory Littleton LB,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1372,Cory Littleton LB,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1373,Cory Littleton LB,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Rams
1374,Fred Warner LB,16,89,29,118,3.0,31,8.5,9,1,46,46,1,3,0,0,0,Defense,49ers
1375,Fred Warner LB,16,64,28,92,1.0,19,3.5,2,1,47,47,0,0,0,0,0,Defense,49ers
1376,Fred Warner LB,13,51,14,65,1.0,0,2.5,8,0,0,0,0,0,0,0,0,Defense,49ers
1377,Fred Warner LB,16,34,28,62,7.5,47,12.0,2,0,0,0,0,2,4,1,0,Defense,49ers
1378,Fred Warner LB,15,48,13,61,0.0,0,2.0,11,3,65,31,1,0,0,0,0,Defense,49ers
1379,Fred Warner LB,16,32,22,54,10.0,73,13.5,2,0,0,0,0,2,1,0,0,Defense,49ers
1380,Fred Warner LB,15,35,16,51,1.0,10,4.5,2,2,53,49,0,4,0,0,0,Defense,49ers
1381,Fred Warner LB,16,42,8,50,0.0,0,2.0,8,1,3,3,0,0,0,0,0,Defense,49ers
1382,Fred Warner LB,12,34,14,48,0.5,2,3.0,2,0,0,0,0,1,2,0,0,Defense,49ers
1383,Fred Warner LB,16,32,15,47,9.0,77,16.5,2,1,46,46,0,1,2,0,0,Defense,49ers
1384,Fred Warner LB,13,23,17,40,0.0,0,1.0,5,0,0,0,0,3,1,0,0,Defense,49ers
1385,Fred Warner LB,8,22,12,34,0.5,4,3.5,4,1,0,0,0,1,0,0,0,Defense,49ers
1386,Fred Warner LB,10,24,4,28,0.0,0,1.0,9,1,25,25,1,0,0,0,0,Defense,49ers
1387,Fred Warner LB,16,16,9,25,0.0,0,1.5,2,0,0,0,0,0,0,0,0,Defense,49ers
1388,Fred Warner LB,11,19,4,23,2.0,17,4.0,0,0,0,0,0,1,0,0,0,Defense,49ers
1389,Fred Warner LB,9,14,7,21,3.0,22,8.0,0,0,0,0,0,0,1,0,0,Defense,49ers
1390,Fred Warner LB,16,15,6,21,2.0,9,3.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1391,Fred Warner LB,15,11,7,18,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1392,Fred Warner LB,16,10,5,15,1.0,7,2.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1393,Fred Warner LB,11,10,4,14,6.5,48,7.5,1,0,0,0,0,2,0,0,0,Defense,49ers
1394,Fred Warner LB,16,11,2,13,0.0,0,0.0,2,0,0,0,0,1,1,1,0,Defense,49ers
1395,Fred Warner LB,16,8,3,11,0.0,0,2.0,0,0,0,0,0,0,1,0,0,Defense,49ers
1396,Fred Warner LB,16,8,2,10,0.0,0,0.0,1,1,1,1,0,0,0,0,0,Defense,49ers
1397,Fred Warner LB,6,7,2,9,0.0,0,4.0,1,0,0,0,0,0,1,0,0,Defense,49ers
1398,Fred Warner LB,8,3,4,7,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1399,Fred Warner LB,14,6,0,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1400,Fred Warner LB,2,2,3,5,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,49ers
1401,Fred Warner LB,3,4,0,4,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1402,Fred Warner LB,16,2,1,3,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,49ers
1403,Fred Warner LB,10,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1404,Fred Warner LB,14,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1405,Fred Warner LB,16,1,2,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1406,Fred Warner LB,7,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,49ers
1407,Fred Warner LB,4,2,0,2,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,49ers
