,Tremaine Edmunds LB,"('Unnamed: 0_level_0', 'GP')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'SCKYDS')","('Sacks', 'TFL')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Fumbles', 'FF')","('Fumbles', 'FR')","('Fumbles', 'FTD')","('Unnamed: 15_level_0', 'KB')",class,team,Jerome Baker LB,Jamie Collins Sr. LB,James Burgess LB,Chuck Clark S,Shawn Williams S,Joe Schobert LB,Devin Bush LB,Zach Cunningham LB,Anthony Walker LB,Jarrod Wilson S,Logan Ryan CB,Todd Davis LB,Anthony Hitchens LB,Tahir Whitehead LB,Thomas Davis Sr. LB,Jaylon Smith LB,Antoine Bethea S,Malcolm Jenkins S,Landon Collins S,Roquan Smith LB,Tracy Walker S,Blake Martinez LB,Eric Kendricks LB,De'Vondre Campbell LB,Luke Kuechly LB,Demario Davis LB,Lavonte David LB,Jordan Hicks LB,Cory Littleton LB,Fred Warner LB,Bobby Wagner LB
9,,16,30,14,44,4.0,22,5.0,1,0,0,0,0,5,2,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Fabian Moreau CB,,,,,,,,,,,,
10,,12,33,11,44,0.0,0,0.5,5,3,16,10,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Jimmy Moreland CB,,,,,,,,,,,,
11,,14,32,9,41,0.0,0,1.0,4,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Josh Norman CB,,,,,,,,,,,,
12,,12,33,7,40,1.0,0,1.0,6,1,2,2,0,1,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Quinton Dunbar CB,,,,,,,,,,,,
13,,11,31,6,37,0.0,0,1.0,8,4,6,6,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Troy Apke S,,,,,,,,,,,,
14,,15,18,8,26,0.0,0,3.0,2,1,33,33,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Ryan Kerrigan LB,,,,,,,,,,,,
15,,12,16,9,25,5.5,34,9.0,1,0,0,0,0,1,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Jeremy Reaves S,,,,,,,,,,,,
16,,9,10,5,15,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Tim Settle DT,,,,,,,,,,,,
17,,15,9,5,14,2.0,13,3.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Nate Orchard LB,,,,,,,,,,,,
18,,5,8,6,14,1.0,7,2.0,1,0,0,0,0,0,1,0,1,Defense,Redskins,,,,,,,,,,,,,,,,,,,Deshazor Everett S,,,,,,,,,,,,
19,,7,9,4,13,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Danny Johnson CB,,,,,,,,,,,,
20,,2,10,1,11,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Aaron Colvin CB,,,,,,,,,,,,
21,,6,9,1,10,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Chris Odom LB,,,,,,,,,,,,
22,,4,9,1,10,2.0,33,2.0,0,0,0,0,0,1,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Coty Sensabaugh CB,,,,,,,,,,,,
23,,2,7,2,9,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Treyvon Hester DT,,,,,,,,,,,,
24,,15,2,6,8,1.0,8,1.0,0,0,0,0,0,0,1,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Simeon Thomas CB,,,,,,,,,,,,
25,,12,5,3,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Kayvon Webster CB,,,,,,,,,,,,
26,,2,7,0,7,0.0,0,1.0,2,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Dominique Rodgers-Cromartie CB,,,,,,,,,,,,
27,,2,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Michael Burton FB,,,,,,,,,,,,
28,,10,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Jeremy Sprinkle TE,,,,,,,,,,,,
29,,16,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Wendell Smallwood RB,,,,,,,,,,,,
30,,15,5,0,5,0.0,0,0.0,0,0,0,0,0,0,1,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Kenny Ladler S,,,,,,,,,,,,
31,,1,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Kelvin Harmon WR,,,,,,,,,,,,
32,,16,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Paul Richardson Jr. WR,,,,,,,,,,,,
33,,10,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Noah Spence DE,,,,,,,,,,,,
34,,7,1,2,3,1.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Darvin Kidsy WR,,,,,,,,,,,,
35,,3,2,1,3,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Josh Harvey-Clemons LB,,,,,,,,,,,,
36,,9,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Tress Way P,,,,,,,,,,,,
37,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Adrian Peterson RB,,,,,,,,,,,,
38,,15,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Dustin Hopkins PK,,,,,,,,,,,,
39,,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Nick Sundberg LS,,,,,,,,,,,,
40,,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Chase Roullier C,,,,,,,,,,,,
41,,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Cam Sims WR,,,,,,,,,,,,
42,,7,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Terry McLaurin WR,,,,,,,,,,,,
43,,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Maurice Smith S,,,,,,,,,,,,
44,,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Cassanova McKinzy LB,,,,,,,,,,,,
45,,3,1,0,1,1.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,J.P. Holtz TE,,,,,,,,,,,,
46,,1,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Case Keenum QB,,,,,,,,,,,,
47,,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Trey Quinn WR,,,,,,,,,,,,
48,,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Donald Penn OT,,,,,,,,,,,,
49,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Ryan Bee DE,,,,,,,,,,,,
50,,1,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Hale Hentges TE,,,,,,,,,,,,
51,,11,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Tanner Vallejo LB,,,,,,,,,,,,
52,,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Wes Martin G,,,,,,,,,,,,
53,,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Redskins,,,,,,,,,,,,,,,,,,,Robert Davis WR,,,,,,,,,,,,
0,,12,66,35,101,2.0,21,5.0,2,1,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Kyle Fuller CB,,,,,,,,,,,
1,,16,72,10,82,0.0,0,1.0,12,3,37,29,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Ha Ha Clinton-Dix S,,,,,,,,,,,
2,,16,62,16,78,0.0,0,0.5,5,2,96,59,1,0,2,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Nick Kwiatkoski LB,,,,,,,,,,,
3,,16,56,20,76,3.0,24,8.0,4,1,4,4,0,1,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Danny Trevathan LB,,,,,,,,,,,
4,,9,50,20,70,1.0,11,3.0,1,0,0,0,0,1,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Eddie Jackson S,,,,,,,,,,,
5,,16,51,9,60,1.0,1,5.5,5,2,18,14,0,1,1,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Prince Amukamara CB,,,,,,,,,,,
6,,15,44,9,53,0.0,0,1.0,10,0,0,0,0,1,1,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Buster Skrine CB,,,,,,,,,,,
7,,16,39,9,48,0.0,0,1.5,5,0,0,0,0,2,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Khalil Mack LB,,,,,,,,,,,
8,,16,40,7,47,8.5,80,13.0,4,0,0,0,0,5,1,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Nick Williams DT,,,,,,,,,,,
9,,16,24,18,42,6.0,34,5.5,2,0,0,0,0,0,2,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Leonard Floyd LB,,,,,,,,,,,
10,,16,27,13,40,3.0,18,5.0,1,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Kevin Pierre-Louis LB,,,,,,,,,,,
11,,14,27,10,37,0.0,0,2.0,3,1,2,2,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Roy Robertson-Harris DE,,,,,,,,,,,
12,,15,22,8,30,2.5,23,3.5,3,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Eddie Goldman NT,,,,,,,,,,,
13,,15,20,9,29,1.0,7,2.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Bilal Nichols DT,,,,,,,,,,,
14,,13,15,12,27,0.0,0,1.0,1,0,0,0,0,0,1,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Brent Urban DE,,,,,,,,,,,
15,,9,10,6,16,0.0,0,1.0,2,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Isaiah Irving LB,,,,,,,,,,,
16,,13,11,3,14,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Kevin Toliver II CB,,,,,,,,,,,
17,,12,11,2,13,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Sherrick McManis CB,,,,,,,,,,,
18,,9,9,2,11,0.0,0,0.0,1,0,0,0,0,1,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Akiem Hicks DT,,,,,,,,,,,
19,,5,10,0,10,1.0,8,1.0,0,0,0,0,0,0,1,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Deon Bush S,,,,,,,,,,,
20,,15,8,0,8,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Aaron Lynch LB,,,,,,,,,,,
21,,16,4,2,6,2.0,6,3.0,2,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,DeAndre Houston-Carson S,,,,,,,,,,,
22,,16,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Cordarrelle Patterson WR,,,,,,,,,,,
23,,16,5,1,6,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Anthony Miller WR,,,,,,,,,,,
24,,16,6,0,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Ben Braunecker TE,,,,,,,,,,,
25,,11,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Josh Woods LB,,,,,,,,,,,
26,,9,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Joel Iyiegbuniwe LB,,,,,,,,,,,
27,,15,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Abdullah Anderson DT,,,,,,,,,,,
28,,6,3,1,4,1.0,8,1.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Ryan Nall RB,,,,,,,,,,,
29,,8,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,James Vaughters LB,,,,,,,,,,,
30,,3,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Trey Burton TE,,,,,,,,,,,
31,,8,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Patrick Scales LS,,,,,,,,,,,
32,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,David Montgomery RB,,,,,,,,,,,
33,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Tarik Cohen RB,,,,,,,,,,,
34,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Rashaad Coward OT,,,,,,,,,,,
35,,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Allen Robinson II WR,,,,,,,,,,,
36,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,J.P. Holtz TE,,,,,,,,,,,
37,,14,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Jonathan Harris DT,,,,,,,,,,,
38,,2,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Adam Shaheen TE,,,,,,,,,,,
39,,8,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Jesper Horsted TE,,,,,,,,,,,
40,,6,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Ted Larsen G,,,,,,,,,,,
41,,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Pat O'Donnell P,,,,,,,,,,,
42,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Cody Whitehair C,,,,,,,,,,,
43,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Mitchell Trubisky QB,,,,,,,,,,,
44,,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Javon Wims WR,,,,,,,,,,,
45,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Bears,,,,,,,,,,,,,,,,,,,,Bobby Massie OT,,,,,,,,,,,
0,,13,82,21,103,0.0,0,6.0,8,1,0,0,0,1,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Tavon Wilson S,,,,,,,,,,
1,,16,69,29,98,1.0,2,4.0,5,0,0,0,0,0,2,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Rashaan Melvin CB,,,,,,,,,,
2,,13,59,9,68,0.0,0,0.0,11,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Jarrad Davis LB,,,,,,,,,,
3,,11,38,25,63,2.0,25,5.5,1,0,0,0,0,3,1,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Devon Kennard LB,,,,,,,,,,
4,,16,45,13,58,7.0,39,9.0,0,0,0,0,0,1,2,1,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Jahlani Tavai LB,,,,,,,,,,
5,,15,37,21,58,2.0,19,6.0,2,1,2,2,0,1,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Justin Coleman CB,,,,,,,,,,
6,,16,47,7,54,0.0,0,0.0,13,1,55,55,0,3,1,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Trey Flowers DE,,,,,,,,,,
7,,15,33,18,51,7.0,56,10.0,0,0,0,0,0,2,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Christian Jones LB,,,,,,,,,,
8,,13,29,22,51,2.0,6,2.0,4,0,0,0,0,0,1,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Damon Harrison Sr. DT,,,,,,,,,,
9,,15,29,20,49,2.0,13,4.0,3,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Darius Slay CB,,,,,,,,,,
10,,14,36,10,46,0.0,0,0.0,13,2,19,19,0,0,1,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Will Harris S,,,,,,,,,,
11,,16,30,13,43,1.0,11,1.0,3,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,A'Shawn Robinson DT,,,,,,,,,,
12,,13,32,8,40,1.5,6,4.0,3,0,0,0,0,1,2,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Jalen Reeves-Maybin LB,,,,,,,,,,
13,,16,28,9,37,0.0,0,2.0,0,0,0,0,0,1,1,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Romeo Okwara DE,,,,,,,,,,
14,,14,14,14,28,1.5,8,2.0,0,0,0,0,0,1,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,John Atkins DT,,,,,,,,,,
15,,12,13,7,20,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Miles Killebrew S,,,,,,,,,,
16,,15,18,2,20,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Quandre Diggs S,,,,,,,,,,
17,,5,17,3,20,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Amani Oruwariye CB,,,,,,,,,,
18,,9,18,1,19,0.0,0,0.0,3,2,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Steve Longa LB,,,,,,,,,,
19,,10,7,8,15,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Mike Ford CB,,,,,,,,,,
20,,15,11,1,12,0.0,0,0.0,2,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Mike Daniels DT,,,,,,,,,,
21,,9,6,4,10,1.0,3,2.5,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Dee Virgin CB,,,,,,,,,,
22,,15,9,1,10,0.0,0,1.0,0,0,0,0,0,1,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Logan Thomas TE,,,,,,,,,,
23,,16,9,0,9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Jamal Agnew CB,,,,,,,,,,
24,,13,7,2,9,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Austin Bryant DE,,,,,,,,,,
25,,4,2,6,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,C.J. Moore S,,,,,,,,,,
26,,16,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Frank Herron DE,,,,,,,,,,
27,,3,1,5,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Da'Shawn Hand DE,,,,,,,,,,
28,,3,4,2,6,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Kenny Golladay WR,,,,,,,,,,
29,,16,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Ty Johnson RB,,,,,,,,,,
30,,16,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Kevin Strong DT,,,,,,,,,,
31,,8,3,2,5,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Marvin Jones Jr. WR,,,,,,,,,,
32,,13,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Jason Cabinda LB,,,,,,,,,,
33,,4,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Jeff Driskel QB,,,,,,,,,,
34,,3,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Anthony Pittman LB,,,,,,,,,,
35,,1,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Rick Wagner OT,,,,,,,,,,
36,,12,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Jesse James TE,,,,,,,,,,
37,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Sam Martin P,,,,,,,,,,
38,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Matthew Stafford QB,,,,,,,,,,
39,,8,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Jonathan Wynn DE,,,,,,,,,,
40,,1,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Frank Ragnow C,,,,,,,,,,
41,,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Nick Bawden FB,,,,,,,,,,
42,,10,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Marvin Hall WR,,,,,,,,,,
43,,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Lions,,,,,,,,,,,,,,,,,,,,,Paul Perkins RB,,,,,,,,,,
0,,16,97,58,155,3.0,20,7.0,2,1,22,22,0,1,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Adrian Amos S,,,,,,,,,
1,,16,68,16,84,1.0,4,5.0,8,2,12,9,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Kevin King CB,,,,,,,,,
2,,15,56,10,66,1.0,2,3.5,15,5,54,39,0,1,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Kenny Clark DT,,,,,,,,,
3,,16,31,31,62,6.0,36,11.0,1,0,0,0,0,1,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Jaire Alexander CB,,,,,,,,,
4,,16,50,8,58,0.0,0,2.5,17,2,37,37,0,1,1,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Preston Smith LB,,,,,,,,,
5,,16,36,20,56,12.0,88,12.5,4,1,5,5,0,1,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Darnell Savage S,,,,,,,,,
6,,14,42,13,55,0.0,0,1.5,5,2,37,28,0,2,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Za'Darius Smith LB,,,,,,,,,
7,,16,41,14,55,13.5,112,18.5,0,0,0,0,0,1,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Dean Lowry DE,,,,,,,,,
8,,16,23,24,47,0.0,0,2.5,3,1,7,7,0,0,1,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Tramon Williams CB,,,,,,,,,
9,,16,29,10,39,0.0,0,1.5,8,2,-4,0,0,1,2,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,B.J. Goodson LB,,,,,,,,,
10,,15,23,14,37,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Will Redmond S,,,,,,,,,
11,,13,25,11,36,0.0,0,2.0,1,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Tyler Lancaster DT,,,,,,,,,
12,,16,17,13,30,1.5,9,3.0,0,0,0,0,0,1,1,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Chandon Sullivan CB,,,,,,,,,
13,,16,27,3,30,0.0,0,0.0,6,1,7,7,0,1,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Kyler Fackrell LB,,,,,,,,,
14,,16,13,10,23,1.0,10,3.0,0,0,0,0,0,0,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Rashan Gary LB,,,,,,,,,
15,,16,13,8,21,2.0,13,2.0,0,0,0,0,0,0,1,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Ibraheim Campbell S,,,,,,,,,
16,,7,8,6,14,0.0,0,0.5,0,0,0,0,0,1,0,0,0,Defense,Packers,,,,,,,,,,,,,,,,,,,,,,Tony Brown CB,,,,,,,,,
