,Tremaine Edmunds LB,"('Unnamed: 0_level_0', 'GP')","('Tackles', 'SOLO')","('Tackles', 'AST')","('Tackles', 'TOT')","('Sacks', 'SACK')","('Sacks', 'SCKYDS')","('Sacks', 'TFL')","('Interceptions', 'PD')","('Interceptions', 'INT')","('Interceptions', 'YDS')","('Interceptions', 'LNG')","('Interceptions', 'TD')","('Fumbles', 'FF')","('Fumbles', 'FR')","('Fumbles', 'FTD')","('Unnamed: 15_level_0', 'KB')",class,team,Jerome Baker LB,Jamie Collins Sr. LB,James Burgess LB,Chuck Clark S,Shawn Williams S,Joe Schobert LB,Devin Bush LB,Zach Cunningham LB,Anthony Walker LB,Jarrod Wilson S,Logan Ryan CB,Todd Davis LB,Anthony Hitchens LB,Tahir Whitehead LB,Thomas Davis Sr. LB,Jaylon Smith LB,Antoine Bethea S,Malcolm Jenkins S,Landon Collins S,Roquan Smith LB,Tracy Walker S,Blake Martinez LB,Eric Kendricks LB,De'Vondre Campbell LB,Luke Kuechly LB,Demario Davis LB,Lavonte David LB,Jordan Hicks LB,Cory Littleton LB,Fred Warner LB,Bobby Wagner LB
10,,8,31,10,41,0.0,0,1.0,2,1,0,0,0,1,0,0,0,Defense,Browns,,,,,,Juston Burris S,,,,,,,,,,,,,,,,,,,,,,,,,
11,,14,26,6,32,1.0,14,3.5,7,2,42,27,0,1,0,0,0,Defense,Browns,,,,,,Myles Garrett DE,,,,,,,,,,,,,,,,,,,,,,,,,
12,,10,20,9,29,10.0,63,13.0,0,0,0,0,0,2,0,0,0,Defense,Browns,,,,,,Olivier Vernon DE,,,,,,,,,,,,,,,,,,,,,,,,,
13,,10,20,6,26,3.5,24,5.5,0,0,0,0,0,1,0,0,0,Defense,Browns,,,,,,Chad Thomas DE,,,,,,,,,,,,,,,,,,,,,,,,,
14,,16,17,9,26,4.0,32,5.0,1,0,0,0,0,0,1,0,0,Defense,Browns,,,,,,Eric Murray S,,,,,,,,,,,,,,,,,,,,,,,,,
15,,9,15,9,24,1.0,4,3.5,1,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Terrance Mitchell CB,,,,,,,,,,,,,,,,,,,,,,,,,
16,,15,17,4,21,0.0,0,2.0,3,1,28,28,0,0,0,0,0,Defense,Browns,,,,,,Sione Takitaki LB,,,,,,,,,,,,,,,,,,,,,,,,,
17,,15,14,7,21,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Porter Gustin DE,,,,,,,,,,,,,,,,,,,,,,,,,
18,,6,7,6,13,1.0,10,1.0,0,0,0,0,0,0,1,0,0,Defense,Browns,,,,,,KhaDarel Hodge WR,,,,,,,,,,,,,,,,,,,,,,,,,
19,,16,10,3,13,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Bryan Cox Jr. DE,,,,,,,,,,,,,,,,,,,,,,,,,
20,,6,9,3,12,0.5,4,2.5,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Dontrell Hilliard RB,,,,,,,,,,,,,,,,,,,,,,,,,
21,,14,8,3,11,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Christian Kirksey LB,,,,,,,,,,,,,,,,,,,,,,,,,
22,,2,6,5,11,0.0,0,2.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Tavierre Thomas CB,,,,,,,,,,,,,,,,,,,,,,,,,
23,,16,4,5,9,0.0,0,0.0,0,0,0,0,0,0,0,0,1,Defense,Browns,,,,,,Adarius Taylor LB,,,,,,,,,,,,,,,,,,,,,,,,,
24,,15,4,5,9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Devaroe Lawrence DT,,,,,,,,,,,,,,,,,,,,,,,,,
25,,11,4,4,8,0.0,0,2.0,1,1,0,0,0,0,1,0,0,Defense,Browns,,,,,,Eli Ankou DT,,,,,,,,,,,,,,,,,,,,,,,,,
26,,9,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,D'Ernest Johnson RB,,,,,,,,,,,,,,,,,,,,,,,,,
27,,16,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,J.T. Hassell S,,,,,,,,,,,,,,,,,,,,,,,,,
28,,4,5,2,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Tae Davis LB,,,,,,,,,,,,,,,,,,,,,,,,,
29,,9,4,2,6,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Justin Zimmer DT,,,,,,,,,,,,,,,,,,,,,,,,,
30,,2,2,3,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Daniel Ekuale DT,,,,,,,,,,,,,,,,,,,,,,,,,
31,,7,3,1,4,0.0,0,1.5,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Robert Jackson CB,,,,,,,,,,,,,,,,,,,,,,,,,
32,,6,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Brandin Bryant DT,,,,,,,,,,,,,,,,,,,,,,,,,
33,,4,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,JC Tretter C,,,,,,,,,,,,,,,,,,,,,,,,,
34,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Charley Hughlett LS,,,,,,,,,,,,,,,,,,,,,,,,,
35,,16,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Jarvis Landry WR,,,,,,,,,,,,,,,,,,,,,,,,,
36,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Pharaoh Brown TE,,,,,,,,,,,,,,,,,,,,,,,,,
37,,9,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Chris Hubbard OT,,,,,,,,,,,,,,,,,,,,,,,,,
38,,14,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Wyatt Teller G,,,,,,,,,,,,,,,,,,,,,,,,,
39,,15,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Odell Beckham Jr. WR,,,,,,,,,,,,,,,,,,,,,,,,,
40,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Baker Mayfield QB,,,,,,,,,,,,,,,,,,,,,,,,,
41,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Jamie Gillan P,,,,,,,,,,,,,,,,,,,,,,,,,
42,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Damion Ratley WR,,,,,,,,,,,,,,,,,,,,,,,,,
43,,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Genard Avery DE,,,,,,,,,,,,,,,,,,,,,,,,,
44,,2,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Chris Smith DE,,,,,,,,,,,,,,,,,,,,,,,,,
45,,9,0,1,1,0.0,0,0.0,1,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Kendall Lamm OT,,,,,,,,,,,,,,,,,,,,,,,,,
46,,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Eric Kush G,,,,,,,,,,,,,,,,,,,,,,,,,
47,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,David Njoku TE,,,,,,,,,,,,,,,,,,,,,,,,,
48,,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Malik Jefferson LB,,,,,,,,,,,,,,,,,,,,,,,,,
49,,9,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Demetrius Harris TE,,,,,,,,,,,,,,,,,,,,,,,,,
50,,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Nick Chubb RB,,,,,,,,,,,,,,,,,,,,,,,,,
51,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Antonio Callaway WR,,,,,,,,,,,,,,,,,,,,,,,,,
52,,4,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Willie Harvey LB,,,,,,,,,,,,,,,,,,,,,,,,,
53,,2,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Joel Bitonio G,,,,,,,,,,,,,,,,,,,,,,,,,
54,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Kareem Hunt RB,,,,,,,,,,,,,,,,,,,,,,,,,
55,,8,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Browns,,,,,,Robert McCray DE,,,,,,,,,,,,,,,,,,,,,,,,,
0,,16,72,37,109,1.0,9,10.0,4,2,6,6,0,1,4,1,0,Defense,Steelers,,,,,,,Terrell Edmunds S,,,,,,,,,,,,,,,,,,,,,,,,
1,,16,71,34,105,0.0,0,4.0,3,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Cameron Heyward DT,,,,,,,,,,,,,,,,,,,,,,,,
2,,16,51,32,83,9.0,61,14.5,6,0,0,0,0,1,1,0,1,Defense,Steelers,,,,,,,Mark Barron LB,,,,,,,,,,,,,,,,,,,,,,,,
3,,15,58,24,82,3.0,21,5.0,3,1,0,0,0,0,1,0,0,Defense,Steelers,,,,,,,Bud Dupree LB,,,,,,,,,,,,,,,,,,,,,,,,
4,,16,49,19,68,11.5,57,19.5,3,0,0,0,0,4,2,0,0,Defense,Steelers,,,,,,,Mike Hilton CB,,,,,,,,,,,,,,,,,,,,,,,,
5,,16,52,13,65,1.5,10,5.5,11,1,1,1,0,1,1,0,0,Defense,Steelers,,,,,,,Joe Haden CB,,,,,,,,,,,,,,,,,,,,,,,,
6,,16,59,6,65,0.0,0,3.0,17,5,20,16,0,1,1,0,0,Defense,Steelers,,,,,,,Steven Nelson CB,,,,,,,,,,,,,,,,,,,,,,,,
7,,15,52,9,61,0.0,0,0.0,8,1,33,33,0,0,1,0,0,Defense,Steelers,,,,,,,Javon Hargrave DT,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,35,25,60,4.0,20,5.5,0,0,0,0,0,1,0,0,0,Defense,Steelers,,,,,,,Minkah Fitzpatrick S,,,,,,,,,,,,,,,,,,,,,,,,
9,,14,36,21,57,0.0,0,1.0,9,5,130,96,1,1,2,1,0,Defense,Steelers,,,,,,,T.J. Watt LB,,,,,,,,,,,,,,,,,,,,,,,,
10,,16,35,20,55,14.5,104,23.0,8,2,7,7,0,8,4,0,0,Defense,Steelers,,,,,,,Vince Williams LB,,,,,,,,,,,,,,,,,,,,,,,,
11,,14,28,27,55,2.5,18,7.5,1,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Tyson Alualu DE,,,,,,,,,,,,,,,,,,,,,,,,
12,,16,21,20,41,1.0,8,4.5,2,0,0,0,0,1,0,0,0,Defense,Steelers,,,,,,,Stephon Tuitt DE,,,,,,,,,,,,,,,,,,,,,,,,
13,,6,18,4,22,3.5,24,6.5,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Kameron Kelly CB,,,,,,,,,,,,,,,,,,,,,,,,
14,,14,17,4,21,0.0,0,0.0,1,1,10,10,0,0,0,0,0,Defense,Steelers,,,,,,,Anthony Chickillo LB,,,,,,,,,,,,,,,,,,,,,,,,
15,,11,9,10,19,0.5,2,0.5,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Tyler Matakevich LB,,,,,,,,,,,,,,,,,,,,,,,,
16,,16,16,2,18,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Cameron Sutton CB,,,,,,,,,,,,,,,,,,,,,,,,
17,,16,13,3,16,1.0,1,2.0,5,1,26,26,0,0,0,0,0,Defense,Steelers,,,,,,,Jordan Dangerfield S,,,,,,,,,,,,,,,,,,,,,,,,
18,,16,6,7,13,0.0,0,1.0,0,0,0,0,0,1,0,0,0,Defense,Steelers,,,,,,,Robert Spillane LB,,,,,,,,,,,,,,,,,,,,,,,,
19,,8,8,3,11,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Johnny Holton WR,,,,,,,,,,,,,,,,,,,,,,,,
20,,16,4,4,8,0.0,0,1.0,0,0,0,0,0,0,1,0,0,Defense,Steelers,,,,,,,Dan McCullers DT,,,,,,,,,,,,,,,,,,,,,,,,
21,,16,3,5,8,0.0,0,0.5,1,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Artie Burns CB,,,,,,,,,,,,,,,,,,,,,,,,
22,,10,5,3,8,0.0,0,0.5,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Olasunkanmi Adeniyi LB,,,,,,,,,,,,,,,,,,,,,,,,
23,,16,5,3,8,0.0,0,0.0,0,0,0,0,0,2,0,0,0,Defense,Steelers,,,,,,,Trey Edmunds RB,,,,,,,,,,,,,,,,,,,,,,,,
24,,11,4,2,6,0.0,0,0.0,1,1,2,2,0,0,0,0,0,Defense,Steelers,,,,,,,Ulysees Gilbert III LB,,,,,,,,,,,,,,,,,,,,,,,,
25,,7,3,2,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,JuJu Smith-Schuster WR,,,,,,,,,,,,,,,,,,,,,,,,
26,,12,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Sean Davis S,,,,,,,,,,,,,,,,,,,,,,,,
27,,1,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Benny Snell Jr. RB,,,,,,,,,,,,,,,,,,,,,,,,
28,,13,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Jayrone Elliott LB,,,,,,,,,,,,,,,,,,,,,,,,
29,,5,4,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Justin Layne CB,,,,,,,,,,,,,,,,,,,,,,,,
30,,10,3,0,3,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Mason Rudolph QB,,,,,,,,,,,,,,,,,,,,,,,,
31,,10,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Isaiah Buggs DE,,,,,,,,,,,,,,,,,,,,,,,,
32,,9,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,James Washington WR,,,,,,,,,,,,,,,,,,,,,,,,
33,,15,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Matt Feiler OT,,,,,,,,,,,,,,,,,,,,,,,,
34,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,B.J. Finney C,,,,,,,,,,,,,,,,,,,,,,,,
35,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Nick Vannett TE,,,,,,,,,,,,,,,,,,,,,,,,
36,,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Maurkice Pouncey C,,,,,,,,,,,,,,,,,,,,,,,,
37,,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Diontae Johnson WR,,,,,,,,,,,,,,,,,,,,,,,,
38,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,David DeCastro G,,,,,,,,,,,,,,,,,,,,,,,,
39,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Chris Boswell PK,,,,,,,,,,,,,,,,,,,,,,,,
40,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Tevin Jones WR,,,,,,,,,,,,,,,,,,,,,,,,
41,,5,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Vance McDonald TE,,,,,,,,,,,,,,,,,,,,,,,,
42,,14,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Steelers,,,,,,,Zach Gentry TE,,,,,,,,,,,,,,,,,,,,,,,,
0,,16,99,43,142,2.0,11,9.5,2,0,0,0,0,0,2,0,0,Defense,Texans,,,,,,,,Benardrick McKinney LB,,,,,,,,,,,,,,,,,,,,,,,
1,,14,54,47,101,1.0,4,5.5,3,0,0,0,0,1,2,0,0,Defense,Texans,,,,,,,,Justin Reid S,,,,,,,,,,,,,,,,,,,,,,,
2,,15,57,21,78,0.0,0,1.5,5,2,55,37,0,0,1,0,0,Defense,Texans,,,,,,,,D.J. Reader DE,,,,,,,,,,,,,,,,,,,,,,,
3,,15,28,24,52,2.5,17,6.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Tashaun Gipson Sr. S,,,,,,,,,,,,,,,,,,,,,,,
4,,14,37,14,51,0.0,0,2.0,8,3,105,79,1,0,0,0,0,Defense,Texans,,,,,,,,Johnathan Joseph CB,,,,,,,,,,,,,,,,,,,,,,,
5,,14,43,8,51,0.0,0,0.0,13,1,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Brennan Scarlett LB,,,,,,,,,,,,,,,,,,,,,,,
6,,15,31,20,51,3.5,7,3.5,1,0,0,0,0,2,0,0,0,Defense,Texans,,,,,,,,Whitney Mercilus LB,,,,,,,,,,,,,,,,,,,,,,,
7,,16,33,15,48,7.5,44,14.0,2,2,88,86,0,4,1,0,0,Defense,Texans,,,,,,,,Jahleel Addae S,,,,,,,,,,,,,,,,,,,,,,,
8,,16,35,10,45,0.0,0,0.0,3,2,5,4,0,0,0,0,0,Defense,Texans,,,,,,,,Lonnie Johnson Jr. CB,,,,,,,,,,,,,,,,,,,,,,,
9,,14,34,7,41,0.0,0,0.0,7,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Bradley Roby CB,,,,,,,,,,,,,,,,,,,,,,,
10,,10,35,3,38,1.0,10,2.0,8,2,49,27,1,1,0,0,0,Defense,Texans,,,,,,,,Gareon Conley CB,,,,,,,,,,,,,,,,,,,,,,,
11,,8,20,7,27,0.0,0,0.0,11,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Brandon Dunn NT,,,,,,,,,,,,,,,,,,,,,,,
12,,16,11,14,25,1.0,3,1.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,J.J. Watt DE,,,,,,,,,,,,,,,,,,,,,,,
13,,8,15,9,24,4.0,34,6.5,3,0,0,0,0,1,2,0,0,Defense,Texans,,,,,,,,Carlos Watkins DE,,,,,,,,,,,,,,,,,,,,,,,
14,,10,10,13,23,1.0,3,1.5,1,0,0,0,0,0,1,0,0,Defense,Texans,,,,,,,,Vernon Hargreaves III CB,,,,,,,,,,,,,,,,,,,,,,,
15,,6,16,5,21,0.0,0,1.0,2,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Angelo Blackson DE,,,,,,,,,,,,,,,,,,,,,,,
16,,15,11,9,20,0.0,0,1.5,0,0,0,0,0,0,0,0,2,Defense,Texans,,,,,,,,Peter Kalambayi LB,,,,,,,,,,,,,,,,,,,,,,,
17,,16,10,8,18,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Dylan Cole LB,,,,,,,,,,,,,,,,,,,,,,,
18,,11,13,3,16,0.0,0,0.0,1,0,0,0,0,0,1,0,0,Defense,Texans,,,,,,,,A.J. Moore Jr. S,,,,,,,,,,,,,,,,,,,,,,,
19,,16,9,5,14,0.0,0,1.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Tyrell Adams LB,,,,,,,,,,,,,,,,,,,,,,,
20,,5,7,6,13,0.0,0,0.0,0,0,0,0,0,1,0,0,0,Defense,Texans,,,,,,,,Charles Omenihu DE,,,,,,,,,,,,,,,,,,,,,,,
21,,14,8,5,13,3.0,34,4.0,2,0,0,0,0,2,0,0,0,Defense,Texans,,,,,,,,Keion Crossen CB,,,,,,,,,,,,,,,,,,,,,,,
22,,16,10,3,13,0.0,0,1.0,1,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Phillip Gaines CB,,,,,,,,,,,,,,,,,,,,,,,
23,,6,12,1,13,0.0,0,1.0,2,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Jacob Martin LB,,,,,,,,,,,,,,,,,,,,,,,
24,,14,6,5,11,3.5,27,3.5,0,0,0,0,0,1,0,0,0,Defense,Texans,,,,,,,,Taiwan Jones RB,,,,,,,,,,,,,,,,,,,,,,,
25,,11,4,5,9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Eddie Vanderdoes NT,,,,,,,,,,,,,,,,,,,,,,,
26,,3,5,3,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Buddy Howell RB,,,,,,,,,,,,,,,,,,,,,,,
27,,16,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Barkevious Mingo LB,,,,,,,,,,,,,,,,,,,,,,,
28,,16,5,1,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Cullen Gillaspia FB,,,,,,,,,,,,,,,,,,,,,,,
29,,16,3,3,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Aaron Colvin CB,,,,,,,,,,,,,,,,,,,,,,,
30,,1,4,1,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Cornell Armstrong CB,,,,,,,,,,,,,,,,,,,,,,,
31,,5,3,1,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Mike Adams S,,,,,,,,,,,,,,,,,,,,,,,
32,,6,2,1,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Max Scharping OT,,,,,,,,,,,,,,,,,,,,,,,
33,,16,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Duke Johnson RB,,,,,,,,,,,,,,,,,,,,,,,
34,,16,3,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Xavier Crawford CB,,,,,,,,,,,,,,,,,,,,,,,
35,,4,1,1,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Carlos Hyde RB,,,,,,,,,,,,,,,,,,,,,,,
36,,16,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Keke Coutee WR,,,,,,,,,,,,,,,,,,,,,,,
37,,9,2,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Jon Weeks LS,,,,,,,,,,,,,,,,,,,,,,,
38,,16,0,2,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Briean Boddy-Calhoun CB,,,,,,,,,,,,,,,,,,,,,,,
39,,1,2,0,2,1.0,19,1.0,0,0,0,0,0,1,0,0,0,Defense,Texans,,,,,,,,Kenny Stills WR,,,,,,,,,,,,,,,,,,,,,,,
40,,13,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Ka'imi Fairbairn PK,,,,,,,,,,,,,,,,,,,,,,,
41,,16,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Darren Fells TE,,,,,,,,,,,,,,,,,,,,,,,
42,,16,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,DeAndre Hopkins WR,,,,,,,,,,,,,,,,,,,,,,,
43,,15,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Texans,,,,,,,,Deshaun Watson QB,,,,,,,,,,,,,,,,,,,,,,,
0,,16,84,40,124,2.5,3,8.0,2,1,0,0,0,1,0,0,0,Defense,Colts,,,,,,,,,Darius Leonard LB,,,,,,,,,,,,,,,,,,,,,,
1,,13,71,50,121,5.0,26,9.5,7,5,92,80,1,2,0,0,0,Defense,Colts,,,,,,,,,Khari Willis S,,,,,,,,,,,,,,,,,,,,,,
2,,14,53,18,71,0.0,0,3.0,1,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Bobby Okereke LB,,,,,,,,,,,,,,,,,,,,,,
3,,16,48,17,65,1.0,12,3.5,2,0,0,0,0,2,1,0,0,Defense,Colts,,,,,,,,,Rock Ya-Sin CB,,,,,,,,,,,,,,,,,,,,,,
4,,15,54,8,62,0.0,0,2.0,5,1,0,0,0,0,1,0,0,Defense,Colts,,,,,,,,,Kenny Moore II CB,,,,,,,,,,,,,,,,,,,,,,
5,,11,50,11,61,2.5,15,5.0,3,2,36,35,0,0,1,0,0,Defense,Colts,,,,,,,,,Clayton Geathers S,,,,,,,,,,,,,,,,,,,,,,
6,,15,40,14,54,0.0,0,1.0,1,1,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Malik Hooker S,,,,,,,,,,,,,,,,,,,,,,
7,,13,30,21,51,0.0,0,1.5,3,2,39,26,0,0,1,0,0,Defense,Colts,,,,,,,,,Pierre Desir CB,,,,,,,,,,,,,,,,,,,,,,
8,,12,38,12,50,0.0,0,1.0,11,3,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Justin Houston DE,,,,,,,,,,,,,,,,,,,,,,
9,,16,33,11,44,11.0,66,15.0,0,0,0,0,0,2,3,0,0,Defense,Colts,,,,,,,,,George Odum S,,,,,,,,,,,,,,,,,,,,,,
10,,16,30,7,37,0.0,0,0.0,0,0,0,0,0,2,1,0,0,Defense,Colts,,,,,,,,,Denico Autry DE,,,,,,,,,,,,,,,,,,,,,,
11,,14,20,12,32,3.5,28,7.0,4,0,0,0,0,1,0,0,0,Defense,Colts,,,,,,,,,Grover Stewart DT,,,,,,,,,,,,,,,,,,,,,,
12,,16,14,16,30,3.0,29,5.0,1,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Al-Quadin Muhammad DE,,,,,,,,,,,,,,,,,,,,,,
13,,16,21,7,28,3.0,24,7.5,0,0,0,0,0,1,0,0,0,Defense,Colts,,,,,,,,,Marvell Tell III CB,,,,,,,,,,,,,,,,,,,,,,
14,,13,23,3,26,0.0,0,0.0,5,0,0,0,0,1,0,0,0,Defense,Colts,,,,,,,,,Jabaal Sheard DE,,,,,,,,,,,,,,,,,,,,,,
15,,13,20,5,25,4.5,26,5.5,2,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Margus Hunt DE,,,,,,,,,,,,,,,,,,,,,,
16,,16,14,3,17,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Rolan Milligan S,,,,,,,,,,,,,,,,,,,,,,
17,,11,11,4,15,0.0,0,0.0,0,0,0,0,0,0,0,0,0,Defense,Colts,,,,,,,,,Ben Banogu DE,,,,,,,,,,,,,,,,,,,,,,
18,,16,7,4,11,2.5,5,4.5,1,0,0,0,0,1,0,0,0,Defense,Colts,,,,,,,,,Quincy Wilson CB,,,,,,,,,,,,,,,,,,,,,,
