,Name,PlayerID,Height,Height Percentile,Weight,Weight Percentile,Forty Yard Dash,Forty Yard Dash Percentile,Shuttle Time,Shuttle TIme Percentile,Cone Drill,Cone Drill Percentile,Vertical Jump,Vertical Jump Percentile,Broad Jump,Broad Jump Percentile,Bench Press,Bench Press Percentile,Hand Length,Hand Length Percentil,Arm Length,Arm Length Percentile
6929,Simeon Castille,7868,"6' 0""",65%,190 lbs,40%,4.63 sec,10%,4.36 sec,11%,7.07 sec,12%,31.5 in,9%,119 in,35%,NaN,NaN,NaN,NaN,NaN,NaN
6932,Devon Torrence,7871,"6' 0""",65%,190 lbs,40%,4.68 sec,6%,4.09 sec,66%,6.95 sec,27%,33.0 in,17%,111 in,5%,NaN,NaN,NaN,NaN,NaN,NaN
6935,Cedric Thornton,7874,"6' 4""",60%,295 lbs,20%,5.26 sec,21%,4.71 sec,40%,7.70 sec,27%,27.0 in,30%,101 in,23%,23 reps,15%,10.00 in,50%,33.63 in,53%
6969,Orie Lemon,7908,"6' 1""",10%,242 lbs,50%,4.95 sec,8%,4.40 sec,25%,7.45 sec,9%,30.0 in,10%,113 in,30%,27 reps,80%,10.13 in,85%,32.00 in,30%
6970,Mario Butler,7909,"6' 1""",70%,187 lbs,23%,4.65 sec,9%,4.37 sec,10%,7.09 sec,10%,30.5 in,6%,120 in,40%,NaN,NaN,NaN,NaN,NaN,NaN
6980,David Sims,7919,"5' 10""",20%,207 lbs,92%,4.50 sec,43%,4.28 sec,22%,NaN,NaN,37.5 in,73%,120 in,40%,24 reps,96%,NaN,NaN,NaN,NaN
7001,CJ Wilson,7940,"6' 1""",70%,195 lbs,63%,4.62 sec,12%,4.20 sec,40%,6.81 sec,53%,37.5 in,73%,127 in,80%,NaN,NaN,NaN,NaN,NaN,NaN
7002,Greg Orton,7941,"6' 3""",80%,207 lbs,58%,4.61 sec,12%,4.33 sec,28%,6.90 sec,50%,38.0 in,83%,125 in,80%,22 reps,93%,NaN,NaN,NaN,NaN
7019,Owen Spencer,7958,"6' 2""",60%,195 lbs,34%,4.51 sec,47%,4.18 sec,63%,6.86 sec,57%,37.5 in,80%,125 in,80%,6 reps,3%,9.50 in,70%,33.63 in,88%
7024,Doug Baldwin,7963,"5' 10""",10%,192 lbs,28%,4.48 sec,60%,4.26 sec,40%,6.56 sec,93%,37.0 in,75%,123 in,70%,6 reps,3%,NaN,NaN,NaN,NaN
7032,Mark Dell,7971,"6' 2""",60%,195 lbs,34%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14 reps,40%,9.50 in,70%,32.75 in,63%
7042,Jeremiha Hunter,7981,"6' 0""",7%,239 lbs,37%,4.77 sec,33%,NaN,NaN,NaN,NaN,31.5 in,25%,116 in,50%,20 reps,30%,NaN,NaN,NaN,NaN
7044,Martin Parker,7983,"6' 2""",20%,303 lbs,43%,4.95 sec,82%,4.57 sec,65%,7.56 sec,43%,29.0 in,50%,104 in,45%,22 reps,10%,NaN,NaN,NaN,NaN
7047,Derrick Jones,7986,"6' 0""",30%,195 lbs,34%,4.46 sec,67%,NaN,NaN,NaN,NaN,41.0 in,95%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7050,Andrew Hawkins,7989,"5' 7""",4%,180 lbs,9%,4.34 sec,92%,4.03 sec,92%,6.81 sec,68%,38.0 in,83%,114 in,10%,9 reps,8%,NaN,NaN,NaN,NaN
7064,Tommy Streeter,8003,"6' 5""",93%,215 lbs,80%,4.40 sec,82%,NaN,NaN,7.08 sec,18%,33.0 in,20%,125 in,80%,17 reps,70%,9.50 in,70%,34.75 in,95%
7065,Matt Barkley,8004,"6' 2""",30%,234 lbs,84%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.13 in,75%,30.63 in,8%
7066,Montee Ball,8005,"5' 10""",50%,215 lbs,55%,4.66 sec,20%,4.40 sec,20%,6.88 sec,70%,32.0 in,20%,118 in,50%,15 reps,10%,9.00 in,30%,32.63 in,93%
7067,Justin Blackmon,8006,"6' 1""",40%,210 lbs,67%,4.46 sec,67%,4.38 sec,19%,7.13 sec,10%,35.0 in,50%,123 in,70%,NaN,NaN,NaN,NaN,NaN,NaN
7068,Ryan Broyles,8007,"5' 10""",10%,195 lbs,34%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21 reps,91%,9.00 in,20%,32.25 in,50%
7069,Lamar Miller,8008,"5' 10""",50%,221 lbs,72%,4.40 sec,90%,NaN,NaN,NaN,NaN,33.0 in,30%,NaN,NaN,NaN,NaN,9.25 in,50%,31.38 in,75%
7071,LaMike James,8010,"5' 9""",20%,195 lbs,10%,4.45 sec,80%,4.12 sec,84%,6.88 sec,70%,35.0 in,60%,123 in,83%,15 reps,10%,9.00 in,30%,30.25 in,30%
7075,Ricardo Lockette,8014,"6' 2""",60%,211 lbs,70%,4.34 sec,92%,4.19 sec,60%,7.15 sec,9%,35.5 in,55%,127 in,90%,NaN,NaN,9.75 in,80%,33.75 in,90%
7077,D.J. Jones,8016,"6' 5""",20%,310 lbs,37%,5.04 sec,87%,4.65 sec,73%,7.73 sec,43%,28.5 in,60%,108 in,70%,25 reps,50%,10.25 in,60%,32.50 in,5%
7083,Shaun Draughn,8022,"5' 11""",60%,205 lbs,26%,4.73 sec,10%,4.20 sec,63%,NaN,NaN,34.0 in,40%,118 in,50%,21 reps,60%,10.00 in,90%,31.00 in,60%
7084,Robert Griffin,8023,"6' 2""",30%,213 lbs,15%,4.41 sec,99%,NaN,NaN,NaN,NaN,39.0 in,98%,120 in,91%,0 reps,0%,9.50 in,40%,32.25 in,50%
7085,Chris Polk,8024,"5' 11""",60%,222 lbs,73%,4.57 sec,40%,4.21 sec,60%,7.13 sec,27%,31.0 in,13%,111 in,15%,NaN,NaN,9.75 in,83%,31.50 in,77%
7087,Mohamed Sanu,8026,"6' 2""",60%,210 lbs,67%,4.67 sec,7%,4.22 sec,53%,6.88 sec,53%,36.0 in,60%,126 in,85%,19 reps,80%,10.13 in,92%,33.50 in,85%
7089,Robert Turbin,8028,"5' 10""",50%,225 lbs,78%,4.50 sec,65%,4.31 sec,38%,7.16 sec,18%,36.0 in,70%,122 in,80%,28 reps,92%,9.75 in,83%,31.00 in,60%
7090,Alshon Jeffery,8029,"6' 3""",80%,218 lbs,84%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.25 in,93%,33.00 in,70%
7091,Ronnie Hillman,8030,"5' 10""",50%,195 lbs,10%,4.45 sec,80%,NaN,NaN,NaN,NaN,37.0 in,83%,NaN,NaN,17 reps,20%,8.50 in,8%,30.00 in,20%
7093,David Wilson,8032,"5' 9""",20%,205 lbs,26%,4.49 sec,70%,4.12 sec,84%,7.09 sec,36%,41.0 in,96%,132 in,98%,NaN,NaN,9.38 in,60%,30.25 in,30%
7094,Brock Osweiler,8033,"6' 7""",95%,240 lbs,91%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.88 in,60%,33.88 in,89%
7095,Stephen Hill,8034,"6' 4""",90%,215 lbs,80%,4.34 sec,92%,4.48 sec,9%,6.89 sec,52%,39.5 in,91%,133 in,95%,14 reps,40%,9.38 in,60%,33.38 in,83%
7096,Bernard Pierce,8035,"6' 0""",80%,222 lbs,73%,4.49 sec,70%,4.28 sec,42%,7.07 sec,40%,36.0 in,70%,123 in,83%,17 reps,20%,9.25 in,50%,31.50 in,77%
7097,Edwin Baker,8036,"5' 8""",10%,210 lbs,40%,4.53 sec,53%,4.31 sec,38%,7.27 sec,6%,35.0 in,60%,111 in,15%,20 reps,50%,8.13 in,0%,29.63 in,19%
7100,Nick Toon,8039,"6' 4""",90%,218 lbs,84%,4.54 sec,37%,NaN,NaN,NaN,NaN,37.0 in,75%,132 in,94%,18 reps,75%,9.00 in,20%,32.50 in,57%
7101,Ryan Tannehill,8040,"6' 4""",70%,207 lbs,7%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.00 in,7%,32.63 in,65%
7102,Dwayne Allen,8041,"6' 4""",30%,260 lbs,75%,4.89 sec,18%,4.37 sec,56%,7.12 sec,50%,32.0 in,40%,110 in,20%,27 reps,90%,9.63 in,30%,33.00 in,30%
7104,Russell Wilson,8043,"5' 11""",0%,215 lbs,20%,4.53 sec,92%,4.09 sec,91%,6.97 sec,78%,34.0 in,83%,118 in,88%,NaN,NaN,10.25 in,80%,31.00 in,15%
7106,Eric Page,8045,"5' 10""",10%,180 lbs,9%,4.60 sec,15%,3.98 sec,94%,6.95 sec,40%,30.0 in,7%,112 in,8%,15 reps,50%,9.00 in,20%,29.00 in,3%
7107,Trent Richardson,8046,"5' 9""",20%,225 lbs,78%,4.48 sec,72%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25 reps,85%,9.50 in,70%,30.25 in,30%
7110,Rueben Randle,8049,"6' 2""",60%,203 lbs,48%,4.55 sec,33%,4.36 sec,22%,6.99 sec,33%,31.0 in,9%,121 in,60%,15 reps,50%,9.50 in,70%,33.00 in,70%
7114,Bryce Brown,8053,"6' 0""",80%,223 lbs,75%,4.48 sec,72%,4.20 sec,63%,7.04 sec,43%,34.0 in,40%,117 in,45%,22 reps,65%,NaN,NaN,NaN,NaN
7115,Michael Floyd,8054,"6' 3""",80%,220 lbs,87%,4.47 sec,63%,NaN,NaN,NaN,NaN,36.5 in,70%,122 in,65%,16 reps,60%,9.38 in,60%,32.88 in,67%
7117,Brandon Weeden,8056,"6' 3""",60%,230 lbs,73%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.63 in,50%,31.75 in,30%
7118,Kirk Cousins,8057,"6' 3""",60%,202 lbs,4%,4.93 sec,28%,4.50 sec,23%,7.05 sec,60%,28.5 in,20%,109 in,40%,NaN,NaN,9.88 in,60%,31.75 in,30%
7119,Doug Martin,8058,"5' 9""",20%,223 lbs,75%,4.46 sec,78%,4.16 sec,75%,6.79 sec,89%,36.0 in,70%,120 in,65%,28 reps,92%,9.00 in,30%,30.50 in,40%
7120,Cyrus Gray,8059,"5' 10""",50%,206 lbs,28%,4.47 sec,75%,NaN,NaN,7.17 sec,17%,32.0 in,20%,114 in,30%,21 reps,60%,9.13 in,40%,29.50 in,18%
7121,Isaiah Pead,8060,"5' 10""",50%,206 lbs,28%,4.47 sec,75%,4.32 sec,36%,6.95 sec,60%,33.0 in,30%,116 in,40%,NaN,NaN,8.63 in,10%,31.00 in,60%
7122,Gerell Robinson,8061,"6' 4""",30%,220 lbs,0%,4.62 sec,80%,4.15 sec,91%,NaN,NaN,35.0 in,75%,113 in,40%,NaN,NaN,10.13 in,70%,33.00 in,30%
7125,Coby Fleener,8064,"6' 6""",80%,251 lbs,40%,4.51 sec,91%,4.30 sec,72%,7.02 sec,90%,37.0 in,88%,116 in,65%,NaN,NaN,10.00 in,60%,33.38 in,60%
7126,Case Keenum,8065,"6' 1""",10%,215 lbs,20%,4.82 sec,50%,NaN,NaN,NaN,NaN,32.5 in,65%,103 in,13%,NaN,NaN,9.13 in,10%,30.88 in,13%
7127,Nick Foles,8066,"6' 6""",90%,243 lbs,92%,5.14 sec,7%,NaN,NaN,NaN,NaN,30.5 in,40%,112 in,65%,NaN,NaN,10.63 in,95%,34.25 in,93%
7129,Ryan Lindley,8068,"6' 3""",60%,232 lbs,80%,4.90 sec,33%,4.45 sec,32%,7.52 sec,0%,29.5 in,30%,108 in,35%,NaN,NaN,10.00 in,70%,32.63 in,65%
7130,Kellen Moore,8069,"6' 0""",5%,200 lbs,2%,4.94 sec,25%,4.56 sec,13%,7.41 sec,6%,27.0 in,13%,99 in,7%,NaN,NaN,9.25 in,20%,30.25 in,3%
7131,Chandler Harnish,8070,"6' 2""",30%,222 lbs,45%,4.76 sec,63%,4.15 sec,82%,6.78 sec,91%,32.5 in,65%,112 in,65%,NaN,NaN,9.25 in,20%,32.38 in,55%
7133,Vick Ballard,8072,"5' 10""",50%,224 lbs,77%,4.65 sec,22%,4.19 sec,67%,7.03 sec,44%,33.0 in,30%,115 in,35%,23 reps,70%,9.50 in,70%,31.75 in,80%
7134,Chris Rainey,8073,"5' 9""",20%,180 lbs,4%,4.45 sec,80%,3.93 sec,100%,6.50 sec,100%,36.0 in,70%,120 in,65%,16 reps,15%,9.50 in,70%,30.75 in,50%
7135,Dan Herron,8074,"5' 10""",50%,215 lbs,55%,4.66 sec,20%,4.04 sec,93%,6.97 sec,50%,35.0 in,60%,117 in,45%,22 reps,65%,9.00 in,30%,32.00 in,85%
7136,Tauren Poole,8075,"5' 10""",50%,210 lbs,40%,4.54 sec,50%,4.19 sec,67%,7.36 sec,0%,34.0 in,40%,118 in,50%,24 reps,80%,NaN,NaN,NaN,NaN
7138,Brandon Bolden,8077,"5' 11""",60%,220 lbs,70%,4.55 sec,47%,4.44 sec,15%,6.96 sec,55%,38.0 in,90%,119 in,60%,21 reps,60%,10.00 in,90%,32.25 in,90%
7140,Jonas Gray,8079,"5' 10""",50%,225 lbs,78%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20 reps,50%,10.00 in,90%,31.38 in,75%
7141,Davin Meggett,8080,"5' 8""",10%,218 lbs,63%,4.53 sec,53%,4.32 sec,36%,7.14 sec,23%,35.0 in,60%,118 in,50%,23 reps,70%,NaN,NaN,NaN,NaN
7142,Lennon Creer,8081,"5' 11""",60%,219 lbs,67%,4.71 sec,13%,4.40 sec,20%,7.26 sec,7%,33.0 in,30%,110 in,10%,21 reps,60%,NaN,NaN,NaN,NaN
7143,Jewel Hampton,8082,"5' 9""",20%,210 lbs,40%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26 reps,90%,9.63 in,80%,31.00 in,60%
7144,Fozzy Whittaker,8083,"5' 10""",50%,205 lbs,26%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20 reps,50%,NaN,NaN,NaN,NaN
7150,Alfred Morris,8089,"5' 10""",50%,222 lbs,73%,4.63 sec,28%,4.19 sec,67%,7.01 sec,46%,35.5 in,65%,117 in,45%,16 reps,15%,NaN,NaN,NaN,NaN
7152,Kendall Wright,8091,"5' 10""",10%,185 lbs,15%,4.61 sec,12%,4.18 sec,63%,6.93 sec,44%,38.5 in,87%,121 in,60%,NaN,NaN,8.63 in,13%,30.38 in,9%
7154,Joe Adams,8093,"5' 11""",20%,179 lbs,9%,4.57 sec,25%,NaN,NaN,7.09 sec,16%,36.0 in,60%,123 in,70%,NaN,NaN,9.38 in,60%,31.88 in,38%
7156,Brian Quick,8095,"6' 3""",80%,215 lbs,80%,4.55 sec,33%,4.23 sec,50%,7.10 sec,14%,34.0 in,35%,119 in,45%,15 reps,50%,9.75 in,80%,34.25 in,92%
7157,Marvin McNutt,8096,"6' 2""",60%,215 lbs,80%,4.54 sec,37%,4.07 sec,88%,7.15 sec,9%,37.0 in,75%,122 in,65%,NaN,NaN,10.00 in,90%,32.00 in,40%
7159,T.Y. Hilton,8098,"5' 10""",10%,183 lbs,12%,4.34 sec,92%,4.36 sec,22%,7.03 sec,27%,35.5 in,55%,119 in,45%,7 reps,5%,8.50 in,10%,32.00 in,40%
7160,Devon Wylie,8099,"5' 9""",8%,187 lbs,18%,4.39 sec,84%,NaN,NaN,NaN,NaN,39.0 in,90%,123 in,70%,17 reps,70%,9.50 in,70%,30.25 in,8%
7161,Jermaine Kearse,8100,"6' 1""",40%,209 lbs,63%,4.58 sec,20%,4.12 sec,78%,7.03 sec,27%,34.0 in,35%,119 in,45%,14 reps,40%,9.25 in,50%,32.13 in,45%
7162,T.J. Graham,8101,"5' 11""",20%,190 lbs,24%,4.41 sec,80%,4.18 sec,63%,6.77 sec,73%,33.0 in,20%,120 in,50%,8 reps,7%,9.00 in,20%,32.75 in,63%
7163,Patrick Edwards,8102,"5' 9""",8%,175 lbs,7%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.38 in,9%,29.63 in,6%
7164,Juron Criner,8103,"6' 3""",80%,220 lbs,87%,4.68 sec,6%,4.30 sec,33%,7.15 sec,9%,38.0 in,83%,117 in,30%,17 reps,70%,10.50 in,97%,32.00 in,40%
7165,DeVier Posey,8104,"6' 1""",40%,210 lbs,67%,4.50 sec,50%,4.15 sec,70%,7.03 sec,27%,36.0 in,60%,123 in,70%,14 reps,40%,9.63 in,75%,31.63 in,33%
7166,Jarius Wright,8105,"5' 10""",10%,190 lbs,24%,4.42 sec,78%,4.03 sec,92%,6.93 sec,44%,38.0 in,83%,120 in,50%,11 reps,20%,8.50 in,10%,31.50 in,30%
7167,A.J. Jenkins,8106,"6' 0""",30%,200 lbs,43%,4.39 sec,84%,NaN,NaN,NaN,NaN,38.0 in,83%,124 in,75%,12 reps,25%,9.50 in,70%,32.75 in,63%
7169,Marquis Maze,8108,"5' 8""",6%,186 lbs,17%,4.51 sec,47%,NaN,NaN,NaN,NaN,33.0 in,20%,112 in,8%,NaN,NaN,9.00 in,20%,29.75 in,6%
7170,Chris Owusu,8109,"6' 2""",60%,200 lbs,43%,4.36 sec,90%,4.11 sec,80%,6.85 sec,58%,40.0 in,93%,129 in,92%,19 reps,80%,8.50 in,10%,31.75 in,35%
7171,Jarrett Boykin,8110,"6' 2""",60%,218 lbs,84%,4.72 sec,4%,4.28 sec,37%,7.12 sec,10%,36.0 in,60%,123 in,70%,11 reps,20%,10.25 in,93%,32.25 in,50%
7172,Travis Benjamin,8111,"5' 10""",10%,175 lbs,7%,4.36 sec,90%,NaN,NaN,NaN,NaN,38.0 in,83%,119 in,45%,14 reps,40%,8.75 in,15%,31.75 in,35%
7174,Ladarius Green,8113,"6' 6""",80%,240 lbs,9%,4.53 sec,90%,4.47 sec,34%,7.12 sec,50%,34.0 in,65%,124 in,92%,16 reps,10%,10.13 in,70%,34.50 in,90%
7193,Quinton Coples,8132,"6' 6""",90%,290 lbs,92%,4.69 sec,81%,4.78 sec,9%,7.57 sec,6%,31.5 in,35%,109 in,20%,25 reps,60%,NaN,NaN,NaN,NaN
7194,Melvin Ingram,8133,"6' 2""",10%,247 lbs,8%,4.69 sec,81%,4.18 sec,90%,6.83 sec,100%,34.5 in,70%,109 in,20%,28 reps,80%,NaN,NaN,NaN,NaN
7195,Whitney Mercilus,8134,"6' 4""",90%,258 lbs,93%,4.68 sec,58%,4.53 sec,9%,7.17 sec,48%,32.0 in,30%,118 in,60%,27 reps,80%,NaN,NaN,NaN,NaN
7196,Nick Perry,8135,"6' 3""",70%,265 lbs,97%,4.55 sec,88%,4.66 sec,4%,7.25 sec,34%,38.5 in,88%,124 in,90%,35 reps,95%,NaN,NaN,NaN,NaN
7197,Andre Branch,8136,"6' 5""",70%,265 lbs,47%,4.67 sec,84%,4.25 sec,85%,7.19 sec,47%,32.5 in,45%,120 in,80%,19 reps,15%,NaN,NaN,NaN,NaN
7199,Jared Crick,8138,"6' 4""",50%,285 lbs,90%,4.91 sec,28%,4.40 sec,55%,7.47 sec,10%,31.0 in,30%,104 in,5%,NaN,NaN,NaN,NaN,NaN,NaN
7200,Vinny Curry,8139,"6' 3""",20%,279 lbs,83%,4.87 sec,38%,4.40 sec,55%,6.90 sec,96%,32.0 in,40%,110 in,25%,NaN,NaN,9.25 in,10%,32.75 in,15%
7202,Jonathan Massaquoi,8141,"6' 2""",50%,264 lbs,96%,4.89 sec,10%,4.53 sec,9%,7.38 sec,17%,33.5 in,50%,120 in,75%,20 reps,30%,10.50 in,94%,34.13 in,95%
7203,Trevor Guyton,8142,"6' 3""",40%,285 lbs,9%,5.01 sec,70%,4.53 sec,73%,7.45 sec,62%,31.0 in,73%,105 in,50%,NaN,NaN,NaN,NaN,NaN,NaN
7204,Cam Johnson,8143,"6' 4""",50%,268 lbs,55%,4.75 sec,68%,4.38 sec,62%,7.20 sec,43%,35.0 in,75%,105 in,8%,NaN,NaN,NaN,NaN,NaN,NaN
7205,Tyrone Crawford,8144,"6' 4""",60%,290 lbs,10%,4.89 sec,90%,4.44 sec,88%,7.09 sec,98%,33.0 in,90%,113 in,90%,28 reps,50%,9.50 in,20%,33.75 in,57%
7206,Jake Bequette,8145,"6' 5""",70%,265 lbs,47%,4.75 sec,68%,4.07 sec,95%,6.90 sec,96%,34.0 in,60%,113 in,43%,NaN,NaN,NaN,NaN,NaN,NaN
7207,Olivier Vernon,8146,"6' 2""",10%,262 lbs,35%,4.73 sec,72%,4.50 sec,35%,7.39 sec,19%,34.5 in,70%,122 in,90%,31 reps,88%,NaN,NaN,NaN,NaN
7208,Shea McClellin,8147,"6' 3""",70%,250 lbs,86%,4.62 sec,75%,4.33 sec,42%,7.07 sec,60%,31.5 in,25%,118 in,60%,19 reps,20%,NaN,NaN,NaN,NaN
7209,Jack Crawford,8148,"6' 5""",70%,288 lbs,91%,4.74 sec,70%,4.25 sec,85%,7.15 sec,60%,33.0 in,50%,116 in,55%,NaN,NaN,NaN,NaN,NaN,NaN
7210,Donte Paige-Moss,8149,"6' 3""",20%,268 lbs,55%,4.67 sec,84%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26 reps,70%,NaN,NaN,NaN,NaN
7211,Malik Jackson,8150,"6' 5""",90%,290 lbs,10%,4.91 sec,87%,4.41 sec,91%,7.38 sec,72%,28.0 in,40%,105 in,50%,25 reps,25%,NaN,NaN,NaN,NaN
7212,Jacquies Smith,8151,"6' 2""",10%,260 lbs,28%,4.75 sec,68%,4.31 sec,80%,7.25 sec,36%,31.5 in,35%,110 in,25%,21 reps,30%,NaN,NaN,NaN,NaN
7213,Michael Brockers,8152,"6' 5""",70%,305 lbs,99%,5.36 sec,0%,4.81 sec,8%,7.46 sec,11%,26.5 in,5%,105 in,8%,NaN,NaN,9.13 in,8%,35.00 in,87%
7214,Dontari Poe,8153,"6' 3""",40%,346 lbs,94%,4.89 sec,90%,4.56 sec,68%,7.90 sec,15%,29.5 in,55%,105 in,50%,44 reps,96%,NaN,NaN,NaN,NaN
7215,Fletcher Cox,8154,"6' 4""",60%,310 lbs,70%,4.79 sec,97%,4.53 sec,73%,7.07 sec,100%,26.0 in,20%,103 in,30%,30 reps,60%,10.38 in,85%,34.50 in,80%
7216,Devon Still,8155,"6' 5""",90%,305 lbs,50%,5.01 sec,70%,NaN,NaN,NaN,NaN,29.5 in,55%,NaN,NaN,26 reps,30%,NaN,NaN,NaN,NaN
7217,Jerel Worthy,8156,"6' 2""",20%,298 lbs,26%,5.00 sec,72%,4.56 sec,68%,7.60 sec,38%,28.5 in,45%,107 in,60%,NaN,NaN,NaN,NaN,NaN,NaN
7218,Alameda Ta'amu,8157,"6' 3""",40%,348 lbs,95%,5.37 sec,10%,NaN,NaN,NaN,NaN,26.0 in,20%,103 in,30%,35 reps,87%,9.75 in,40%,32.00 in,10%
7219,Brandon Thompson,8158,"6' 2""",20%,310 lbs,70%,5.20 sec,29%,4.71 sec,40%,7.97 sec,10%,31.0 in,73%,100 in,20%,35 reps,87%,NaN,NaN,NaN,NaN
7220,Kendall Reyes,8159,"6' 4""",50%,300 lbs,97%,4.82 sec,50%,4.53 sec,30%,7.43 sec,14%,34.5 in,70%,113 in,43%,36 reps,93%,NaN,NaN,NaN,NaN
7221,Billy Winn,8160,"6' 4""",50%,300 lbs,97%,4.86 sec,40%,4.44 sec,45%,7.37 sec,21%,27.0 in,6%,107 in,13%,24 reps,50%,NaN,NaN,NaN,NaN
7222,Mike Martin,8161,"6' 1""",0%,298 lbs,96%,4.80 sec,57%,4.25 sec,85%,7.19 sec,47%,33.5 in,55%,113 in,43%,36 reps,93%,NaN,NaN,NaN,NaN
7223,Morris Claiborne,8162,"5' 11""",50%,192 lbs,50%,4.50 sec,43%,4.12 sec,60%,7.01 sec,17%,34.5 in,40%,118 in,30%,NaN,NaN,8.50 in,15%,33.25 in,95%
7224,Dre Kirkpatrick,8163,"6' 2""",93%,190 lbs,40%,4.50 sec,43%,NaN,NaN,NaN,NaN,35.0 in,45%,120 in,40%,NaN,NaN,NaN,NaN,NaN,NaN
7225,Janoris Jenkins,8164,"5' 10""",20%,190 lbs,40%,4.41 sec,77%,4.13 sec,57%,6.95 sec,27%,33.5 in,20%,121 in,50%,NaN,NaN,8.25 in,7%,32.00 in,70%
7226,Stephon Gilmore,8165,"6' 1""",70%,202 lbs,86%,4.38 sec,87%,3.94 sec,92%,6.61 sec,89%,36.0 in,60%,123 in,60%,15 reps,50%,NaN,NaN,NaN,NaN
7227,Brandon Boykin,8166,"5' 10""",20%,173 lbs,4%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.38 in,70%,31.50 in,50%
7228,Trumaine Johnson,8167,"6' 2""",93%,213 lbs,95%,4.50 sec,43%,4.15 sec,50%,7.20 sec,5%,35.5 in,50%,122 in,55%,19 reps,85%,9.38 in,70%,33.25 in,95%
7230,Alfonzo Dennard,8169,"5' 10""",20%,200 lbs,82%,4.48 sec,50%,NaN,NaN,NaN,NaN,37.0 in,70%,121 in,50%,NaN,NaN,NaN,NaN,NaN,NaN
7231,Leonard Johnson,8170,"5' 10""",20%,194 lbs,60%,4.62 sec,12%,4.15 sec,50%,6.96 sec,23%,32.0 in,10%,120 in,40%,15 reps,50%,NaN,NaN,NaN,NaN
7233,Casey Hayward,8172,"5' 11""",50%,192 lbs,50%,4.47 sec,53%,3.90 sec,95%,6.76 sec,66%,34.0 in,30%,119 in,35%,19 reps,85%,NaN,NaN,NaN,NaN
7234,Jayron Hosley,8173,"5' 10""",20%,178 lbs,7%,4.38 sec,87%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11 reps,15%,8.88 in,27%,30.88 in,28%
7235,Josh Norman,8174,"6' 0""",65%,200 lbs,82%,4.61 sec,14%,4.23 sec,32%,7.09 sec,10%,33.0 in,17%,124 in,65%,14 reps,40%,NaN,NaN,NaN,NaN
7243,Courtney Upshaw,8182,"6' 2""",10%,272 lbs,67%,4.74 sec,70%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22 reps,40%,NaN,NaN,NaN,NaN
7244,Zach Brown,8183,"6' 1""",10%,250 lbs,86%,4.44 sec,97%,NaN,NaN,NaN,NaN,33.5 in,50%,116 in,50%,NaN,NaN,NaN,NaN,NaN,NaN
7245,Lavonte David,8184,"6' 1""",10%,233 lbs,16%,4.65 sec,67%,4.22 sec,70%,7.28 sec,30%,36.5 in,75%,119 in,70%,19 reps,20%,8.75 in,5%,31.75 in,25%
7246,Audie Cole,8185,"6' 5""",95%,248 lbs,82%,4.76 sec,37%,4.29 sec,55%,6.96 sec,80%,35.0 in,60%,114 in,40%,15 reps,7%,NaN,NaN,NaN,NaN
7247,Keenan Robinson,8186,"6' 3""",70%,238 lbs,33%,4.79 sec,29%,NaN,NaN,NaN,NaN,35.5 in,65%,120 in,75%,27 reps,80%,9.75 in,60%,33.00 in,60%
7248,Terrell Manning,8187,"6' 2""",50%,237 lbs,30%,4.79 sec,29%,4.43 sec,19%,7.18 sec,46%,32.5 in,35%,114 in,40%,22 reps,45%,9.25 in,20%,32.25 in,40%
7258,Mark Barron,8197,"6' 2""",50%,230 lbs,10%,4.54 sec,90%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.50 in,40%,33.63 in,91%
7259,Luke Kuechly,8198,"6' 3""",70%,238 lbs,33%,4.58 sec,83%,4.12 sec,89%,6.92 sec,86%,38.0 in,85%,123 in,87%,27 reps,80%,9.75 in,60%,31.00 in,10%
