,Name,PlayerID,Height,Height Percentile,Weight,Weight Percentile,Forty Yard Dash,Forty Yard Dash Percentile,Shuttle Time,Shuttle TIme Percentile,Cone Drill,Cone Drill Percentile,Vertical Jump,Vertical Jump Percentile,Broad Jump,Broad Jump Percentile,Bench Press,Bench Press Percentile,Hand Length,Hand Length Percentil,Arm Length,Arm Length Percentile
11682,Tavares Martin,12643,"6' 1""",40%,185 lbs,15%,4.80 sec,0%,NaN,NaN,NaN,NaN,31.5 in,10%,NaN,NaN,NaN,NaN,9.13 in,40%,32.13 in,45%
11683,Roquan Smith,12644,"6' 0""",7%,230 lbs,10%,4.51 sec,92%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.00 in,80%,32.00 in,30%
11686,Riley Ferguson,12647,"6' 2""",30%,196 lbs,0%,4.98 sec,18%,4.40 sec,42%,6.96 sec,79%,29.0 in,25%,110 in,50%,NaN,NaN,9.68 in,52%,30.88 in,13%
11691,Quinton Flowers,12652,"5' 10""",50%,211 lbs,43%,4.63 sec,28%,4.57 sec,6%,6.81 sec,86%,NaN,NaN,112 in,20%,NaN,NaN,9.75 in,83%,30.88 in,55%
11692,Jester Weah,12653,"6' 3""",80%,209 lbs,63%,4.43 sec,75%,4.41 sec,14%,7.24 sec,6%,38.0 in,83%,129 in,92%,15 reps,50%,9.68 in,77%,31.13 in,20%
11693,DaeSean Hamilton,12654,"6' 1""",40%,203 lbs,48%,NaN,NaN,4.15 sec,70%,6.84 sec,60%,34.5 in,40%,118 in,40%,NaN,NaN,9.38 in,60%,31.00 in,17%
11695,Brian Allen,12656,"6' 2""",10%,303 lbs,50%,5.34 sec,25%,NaN,NaN,NaN,NaN,26.5 in,35%,NaN,NaN,27 reps,50%,9.25 in,0%,32.38 in,35%
11696,J.T. Barrett,12657,"6' 2""",30%,220 lbs,37%,4.70 sec,74%,4.44 sec,34%,7.38 sec,8%,30.0 in,35%,108 in,35%,NaN,NaN,9.88 in,60%,32.00 in,40%
11701,Jason Cabinda,12662,"6' 1""",10%,243 lbs,60%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19 reps,20%,9.68 in,54%,32.00 in,30%
11705,Dee Delaney,12666,"5' 11""",50%,200 lbs,82%,4.46 sec,57%,4.25 sec,28%,6.95 sec,27%,32.5 in,13%,120 in,40%,13 reps,30%,NaN,NaN,NaN,NaN
11706,Chase Edmonds,12667,"5' 9""",20%,210 lbs,40%,4.50 sec,65%,4.07 sec,91%,6.79 sec,89%,34.0 in,40%,122 in,80%,19 reps,40%,9.13 in,40%,31.13 in,72%
11708,Brandon Facyson,12669,"6' 2""",93%,197 lbs,70%,4.53 sec,30%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16 reps,60%,NaN,NaN,NaN,NaN
11709,Folorunso Fatukasi,12670,"6' 4""",60%,318 lbs,81%,5.29 sec,18%,4.53 sec,73%,7.44 sec,63%,30.0 in,60%,112 in,88%,33 reps,80%,10.25 in,70%,34.13 in,73%
11710,Tre Flowers,12671,"6' 3""",97%,203 lbs,88%,4.45 sec,60%,NaN,NaN,NaN,NaN,34.5 in,40%,122 in,55%,18 reps,80%,NaN,NaN,NaN,NaN
11714,Grant Haley,12675,"5' 9""",10%,190 lbs,40%,4.44 sec,65%,3.94 sec,92%,6.51 sec,98%,34.0 in,30%,119 in,35%,15 reps,50%,NaN,NaN,NaN,NaN
11718,Jaryd Jones-Smith,12679,"6' 7""",80%,345 lbs,95%,5.27 sec,52%,NaN,NaN,NaN,NaN,27.0 in,40%,109 in,75%,16 reps,7%,10.25 in,60%,36.25 in,93%
11719,Dalton Keene,12680,"6' 2""",10%,282 lbs,86%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21 reps,30%,9.75 in,30%,32.25 in,9%
11722,Avonte Maddox,12683,"5' 9""",10%,184 lbs,15%,4.39 sec,83%,4.00 sec,86%,6.51 sec,98%,37.0 in,70%,125 in,70%,13 reps,30%,NaN,NaN,NaN,NaN
11726,K.C. McDermott,12687,"6' 5""",20%,311 lbs,40%,5.31 sec,40%,NaN,NaN,NaN,NaN,23.5 in,10%,NaN,NaN,26 reps,55%,9.75 in,30%,32.50 in,5%
11728,Kenny Young,12689,"6' 1""",10%,234 lbs,18%,4.60 sec,80%,4.48 sec,13%,7.38 sec,17%,36.0 in,70%,117 in,55%,NaN,NaN,9.50 in,40%,32.38 in,43%
11730,Jake Wieneke,12691,"6' 4""",90%,221 lbs,89%,4.67 sec,7%,4.37 sec,20%,7.24 sec,6%,34.0 in,35%,114 in,10%,9 reps,8%,9.88 in,85%,33.00 in,70%
11733,Salesi Uhatafe,12694,"6' 5""",70%,315 lbs,55%,5.39 sec,33%,NaN,NaN,NaN,NaN,28.0 in,65%,NaN,NaN,NaN,NaN,10.25 in,80%,33.00 in,30%
11735,Brett Toth,12696,"6' 6""",60%,291 lbs,0%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.25 in,60%,33.38 in,18%
11736,Jordan Thomas,12697,"6' 5""",60%,277 lbs,96%,4.74 sec,53%,4.75 sec,3%,7.50 sec,0%,27.0 in,7%,111 in,25%,16 reps,10%,11.00 in,100%,34.13 in,83%
11739,Nic Shimonek,12700,"6' 2""",30%,218 lbs,30%,4.88 sec,36%,4.32 sec,57%,7.28 sec,15%,28.5 in,20%,101 in,9%,NaN,NaN,9.25 in,20%,30.75 in,10%
11740,Coleman Shelton,12701,"6' 5""",90%,299 lbs,20%,5.21 sec,58%,NaN,NaN,NaN,NaN,26.5 in,35%,NaN,NaN,NaN,NaN,8.50 in,0%,31.50 in,12%
11741,Greg Senat,12702,"6' 6""",60%,305 lbs,18%,5.38 sec,31%,NaN,NaN,NaN,NaN,26.0 in,30%,106 in,65%,19 reps,10%,9.88 in,35%,34.88 in,68%
11743,Tegray Scales,12704,"6' 0""",7%,227 lbs,8%,4.77 sec,33%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27 reps,80%,8.68 in,4%,30.75 in,9%
11744,Ja'Von Rolland-Jones,12705,"6' 1""",10%,245 lbs,70%,4.88 sec,13%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23 reps,50%,10.13 in,85%,32.75 in,53%
11759,Josh Kalu,12720,"6' 0""",35%,203 lbs,23%,4.58 sec,45%,NaN,NaN,NaN,NaN,41.5 in,93%,134 in,100%,17 reps,50%,NaN,NaN,NaN,NaN
11761,Natrell Jamerson,12722,"5' 11""",50%,200 lbs,82%,4.40 sec,80%,NaN,NaN,NaN,NaN,35.5 in,50%,120 in,40%,25 reps,97%,NaN,NaN,NaN,NaN
11762,Leon Jacobs,12723,"6' 2""",50%,245 lbs,70%,4.48 sec,94%,4.44 sec,18%,7.14 sec,52%,34.5 in,57%,122 in,83%,26 reps,75%,9.68 in,54%,33.50 in,90%
11764,Godwin Igwebuike,12725,"6' 0""",35%,212 lbs,65%,4.44 sec,88%,4.12 sec,77%,6.56 sec,100%,35.5 in,50%,128 in,91%,19 reps,70%,NaN,NaN,NaN,NaN
11765,Davontae Harris,12726,"5' 11""",50%,200 lbs,82%,4.43 sec,70%,4.40 sec,9%,6.96 sec,23%,32.5 in,13%,123 in,60%,22 reps,93%,NaN,NaN,NaN,NaN
11770,Dane Cruikshank,12731,"6' 1""",40%,209 lbs,47%,4.41 sec,92%,4.24 sec,42%,6.89 sec,63%,38.5 in,83%,121 in,60%,25 reps,93%,NaN,NaN,NaN,NaN
11781,Chris Worley,12742,"6' 1""",10%,238 lbs,33%,4.86 sec,20%,NaN,NaN,NaN,NaN,29.5 in,9%,NaN,NaN,15 reps,7%,9.25 in,20%,31.25 in,15%
11784,Damon Webb,12745,"5' 11""",20%,198 lbs,12%,4.62 sec,32%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17 reps,50%,NaN,NaN,NaN,NaN
11787,Matthew Thomas,12748,"6' 3""",70%,232 lbs,14%,4.58 sec,83%,4.28 sec,60%,6.85 sec,92%,41.5 in,94%,131 in,97%,NaN,NaN,8.88 in,8%,33.00 in,60%
11788,Chad Thomas,12749,"6' 5""",70%,278 lbs,81%,4.92 sec,26%,NaN,NaN,NaN,NaN,29.0 in,13%,116 in,55%,NaN,NaN,10.25 in,80%,33.50 in,43%
11790,Greg Stroman,12751,"5' 11""",50%,180 lbs,9%,4.48 sec,50%,4.45 sec,8%,NaN,NaN,33.5 in,20%,113 in,8%,16 reps,60%,NaN,NaN,NaN,NaN
11791,Kentavius Street,12752,"6' 2""",20%,287 lbs,9%,4.87 sec,91%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28 reps,50%,10.25 in,70%,32.88 in,34%
11793,Deadrin Senat,12754,"6' 1""",10%,305 lbs,50%,5.16 sec,34%,4.79 sec,19%,7.77 sec,23%,26.0 in,20%,100 in,20%,35 reps,87%,9.75 in,40%,31.67 in,8%
11794,Jacob Pugh,12755,"6' 4""",90%,246 lbs,75%,4.65 sec,67%,NaN,NaN,NaN,NaN,38.5 in,88%,122 in,83%,NaN,NaN,10.13 in,85%,34.38 in,96%
11802,Anthony Miller,12763,"5' 11""",20%,199 lbs,42%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22 reps,93%,10.68 in,99%,31.67 in,33%
11803,Mike Gesicki,12764,"6' 6""",80%,250 lbs,37%,4.54 sec,89%,4.10 sec,95%,6.76 sec,100%,NaN,NaN,129 in,98%,22 reps,60%,10.13 in,70%,34.00 in,80%
11807,Marcus Allen,12768,"6' 2""",80%,215 lbs,77%,NaN,NaN,4.32 sec,25%,NaN,NaN,37.0 in,70%,127 in,90%,15 reps,30%,NaN,NaN,NaN,NaN
11808,Fred Warner,12769,"6' 3""",70%,236 lbs,25%,4.64 sec,70%,4.28 sec,60%,6.90 sec,89%,38.5 in,88%,119 in,70%,21 reps,40%,9.75 in,60%,32.00 in,30%
11809,Luke Falk,12770,"6' 4""",70%,215 lbs,20%,NaN,NaN,NaN,NaN,NaN,NaN,26.5 in,10%,103 in,13%,NaN,NaN,9.25 in,20%,32.00 in,40%
11810,Braxton Berrios,12771,"5' 9""",8%,190 lbs,24%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11 reps,20%,9.25 in,50%,28.00 in,0%
11811,Mike McCray,12772,"6' 1""",10%,241 lbs,45%,4.76 sec,37%,4.25 sec,65%,4.25 sec,100%,31.5 in,25%,119 in,70%,16 reps,9%,9.13 in,15%,32.67 in,51%
11812,Cedrick Wilson,12773,"6' 2""",60%,197 lbs,38%,4.55 sec,33%,4.23 sec,50%,6.89 sec,52%,37.0 in,75%,121 in,60%,9 reps,8%,9.75 in,80%,31.50 in,30%
11813,Darius Phillips,12774,"5' 10""",20%,190 lbs,40%,4.54 sec,28%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11815,Jaleel Scott,12776,"6' 5""",93%,210 lbs,67%,4.56 sec,30%,4.40 sec,16%,7.20 sec,8%,34.5 in,40%,124 in,75%,16 reps,60%,10.50 in,97%,33.50 in,85%
11817,Isaac Yiadom,12778,"6' 1""",70%,190 lbs,40%,4.52 sec,35%,4.18 sec,44%,NaN,NaN,NaN,NaN,120 in,40%,8 reps,8%,NaN,NaN,NaN,NaN
11818,Jaylen Samuels,12779,"6' 0""",80%,225 lbs,78%,4.54 sec,50%,4.28 sec,42%,6.93 sec,63%,34.5 in,50%,121 in,70%,NaN,NaN,NaN,NaN,NaN,NaN
11819,Michael Joseph,12780,"6' 1""",70%,187 lbs,23%,NaN,NaN,4.20 sec,40%,6.89 sec,37%,34.0 in,30%,NaN,NaN,17 reps,70%,NaN,NaN,NaN,NaN
11820,Armani Watts,12781,"5' 11""",20%,205 lbs,30%,NaN,NaN,4.37 sec,17%,7.25 sec,4%,35.0 in,45%,120 in,50%,13 reps,15%,NaN,NaN,NaN,NaN
11821,Duke Dawson,12782,"5' 10""",20%,198 lbs,75%,4.46 sec,57%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15 reps,50%,NaN,NaN,NaN,NaN
11822,Akrum Wadley,12783,"5' 9""",20%,188 lbs,7%,4.54 sec,50%,NaN,NaN,NaN,NaN,32.0 in,20%,NaN,NaN,12 reps,5%,8.25 in,3%,29.50 in,18%
11823,Taron Johnson,12784,"5' 11""",50%,192 lbs,50%,4.50 sec,43%,4.28 sec,22%,7.03 sec,15%,33.0 in,17%,118 in,30%,17 reps,70%,NaN,NaN,NaN,NaN
11825,Kalen Ballage,12786,"6' 2""",93%,231 lbs,90%,NaN,NaN,NaN,NaN,6.91 sec,66%,33.5 in,35%,122 in,80%,15 reps,10%,9.50 in,70%,32.75 in,93%
11826,Kyzir White,12787,"6' 2""",50%,218 lbs,0%,NaN,NaN,NaN,NaN,NaN,NaN,35.5 in,65%,113 in,30%,21 reps,40%,NaN,NaN,NaN,NaN
11827,Ogbonnia Okoronkwo,12788,"6' 2""",50%,253 lbs,91%,4.77 sec,33%,NaN,NaN,NaN,NaN,38.0 in,85%,121 in,80%,27 reps,80%,9.00 in,10%,33.75 in,92%
11828,Dimitri Flowers,12789,"6' 1""",30%,248 lbs,70%,4.83 sec,33%,4.53 sec,24%,7.45 sec,4%,30.5 in,30%,109 in,30%,17 reps,13%,9.25 in,15%,30.75 in,5%
11829,JaMarcus King,12790,"6' 0""",65%,182 lbs,10%,4.70 sec,5%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11831,Tanner Carew,12792,"6' 1""",0%,245 lbs,0%,5.00 sec,89%,NaN,NaN,NaN,NaN,30.0 in,70%,NaN,NaN,18 reps,6%,9.68 in,61%,31.50 in,12%
11832,Nick DeLuca,12793,"6' 2""",50%,251 lbs,88%,4.85 sec,21%,4.23 sec,68%,7.09 sec,58%,29.5 in,9%,112 in,25%,18 reps,15%,10.25 in,90%,32.75 in,53%
11834,Mason Cole,12795,"6' 5""",90%,292 lbs,8%,5.23 sec,52%,NaN,NaN,NaN,NaN,25.0 in,15%,NaN,NaN,23 reps,25%,9.68 in,61%,32.13 in,25%
11835,Garret Dooley,12796,"6' 2""",50%,227 lbs,8%,4.80 sec,28%,4.28 sec,60%,NaN,NaN,33.0 in,40%,121 in,80%,21 reps,40%,10.25 in,90%,32.50 in,47%
11836,Scott Quessenberry,12797,"6' 3""",30%,310 lbs,80%,5.10 sec,82%,NaN,NaN,NaN,NaN,33.5 in,96%,NaN,NaN,25 reps,35%,9.75 in,63%,31.75 in,16%
11837,Wyatt Teller,12798,"6' 4""",40%,315 lbs,55%,5.24 sec,66%,NaN,NaN,NaN,NaN,29.0 in,75%,NaN,NaN,30 reps,80%,10.25 in,80%,34.00 in,70%
11838,Kemoko Turay,12799,"6' 5""",70%,253 lbs,15%,4.65 sec,87%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.68 in,27%,33.38 in,40%
11839,Tyquan Lewis,12800,"6' 3""",40%,269 lbs,5%,NaN,NaN,NaN,NaN,NaN,NaN,35.5 in,96%,122 in,100%,NaN,NaN,10.38 in,85%,33.00 in,36%
11840,Cole Madison,12801,"6' 5""",70%,308 lbs,30%,5.34 sec,45%,NaN,NaN,NaN,NaN,28.5 in,70%,97 in,35%,26 reps,55%,10.38 in,90%,32.25 in,8%
11842,Tyrell Crosby,12803,"6' 4""",10%,309 lbs,33%,5.23 sec,58%,NaN,NaN,NaN,NaN,30.0 in,80%,105 in,63%,17 reps,8%,10.75 in,85%,35.25 in,75%
11843,Will Hernandez,12804,"6' 2""",10%,327 lbs,82%,5.15 sec,78%,NaN,NaN,NaN,NaN,24.0 in,20%,NaN,NaN,37 reps,93%,9.88 in,50%,32.00 in,4%
11844,Chukwuma Okorafor,12805,"6' 6""",60%,320 lbs,72%,5.31 sec,40%,NaN,NaN,NaN,NaN,23.5 in,10%,102 in,50%,19 reps,10%,10.25 in,60%,34.50 in,60%
11845,Sean Welsh,12806,"6' 3""",20%,296 lbs,4%,5.40 sec,30%,NaN,NaN,NaN,NaN,25.0 in,35%,NaN,NaN,20 reps,10%,10.25 in,80%,32.00 in,4%
11849,Michael Gallup,12810,"6' 1""",40%,198 lbs,40%,4.51 sec,47%,4.37 sec,20%,6.95 sec,40%,36.0 in,60%,122 in,65%,10 reps,10%,9.25 in,50%,31.50 in,30%
11850,J'Mon Moore,12811,"6' 3""",80%,205 lbs,53%,4.60 sec,15%,4.04 sec,91%,6.56 sec,93%,38.0 in,83%,120 in,50%,21 reps,91%,9.38 in,60%,32.88 in,67%
11851,Jalyn Holmes,12812,"6' 5""",90%,283 lbs,8%,4.82 sec,95%,NaN,NaN,NaN,NaN,32.0 in,80%,NaN,NaN,25 reps,25%,10.00 in,50%,34.00 in,70%
11853,Nathan Shepherd,12814,"6' 4""",60%,315 lbs,77%,5.09 sec,50%,4.53 sec,73%,7.50 sec,49%,31.0 in,73%,112 in,88%,NaN,NaN,10.13 in,65%,32.38 in,23%
11854,B.J. Hill,12815,"6' 3""",20%,311 lbs,100%,4.99 sec,12%,4.53 sec,30%,7.28 sec,32%,26.5 in,5%,101 in,0%,35 reps,92%,10.68 in,94%,33.00 in,20%
11855,Quin Blanding,12816,"6' 2""",80%,207 lbs,40%,4.63 sec,30%,NaN,NaN,NaN,NaN,31.5 in,10%,122 in,70%,NaN,NaN,NaN,NaN,NaN,NaN
11856,Siran Neal,12817,"6' 0""",65%,206 lbs,91%,4.56 sec,24%,4.28 sec,22%,7.00 sec,18%,40.5 in,91%,122 in,55%,17 reps,70%,NaN,NaN,NaN,NaN
11857,Kyle Lauletta,12818,"6' 2""",30%,222 lbs,45%,4.81 sec,53%,4.07 sec,92%,6.95 sec,80%,31.0 in,50%,113 in,70%,NaN,NaN,9.75 in,55%,30.67 in,9%
11858,Kurt Benkert,12819,"6' 4""",70%,215 lbs,20%,4.95 sec,22%,4.33 sec,55%,7.15 sec,36%,31.0 in,50%,112 in,65%,16 reps,20%,9.50 in,40%,31.00 in,15%
11859,DJ Chark,12820,"6' 4""",90%,198 lbs,40%,4.34 sec,92%,NaN,NaN,NaN,NaN,40.0 in,93%,129 in,92%,16 reps,60%,9.25 in,50%,32.38 in,53%
11860,Da'Shawn Hand,12821,"6' 3""",20%,297 lbs,95%,4.83 sec,48%,4.62 sec,23%,7.98 sec,0%,31.5 in,35%,111 in,30%,28 reps,80%,9.75 in,30%,34.38 in,73%
11862,Kylie Fitts,12823,"6' 4""",90%,260 lbs,94%,4.69 sec,55%,4.19 sec,77%,6.88 sec,91%,32.5 in,35%,117 in,55%,31 reps,92%,9.50 in,40%,33.00 in,60%
11864,Marcell Ateman,12825,"6' 4""",90%,215 lbs,80%,4.62 sec,10%,4.25 sec,43%,7.07 sec,20%,34.0 in,35%,121 in,60%,13 reps,30%,9.88 in,85%,32.88 in,67%
11865,Mike White,12826,"6' 4""",70%,224 lbs,55%,5.09 sec,9%,4.40 sec,42%,7.40 sec,7%,27.0 in,13%,96 in,5%,NaN,NaN,9.50 in,40%,31.88 in,35%
11867,Nick Bawden,12828,"6' 2""",70%,245 lbs,40%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.25 in,15%,30.50 in,4%
11868,Shaquem Griffin,12829,"6' 0""",7%,227 lbs,8%,4.38 sec,100%,NaN,NaN,NaN,NaN,NaN,NaN,117 in,55%,20 reps,30%,9.00 in,10%,32.13 in,35%
11869,Rashaad Penny,12830,"5' 11""",60%,220 lbs,70%,4.46 sec,78%,NaN,NaN,NaN,NaN,32.5 in,25%,120 in,65%,13 reps,7%,9.25 in,50%,31.25 in,73%
11870,Tray Matthews,12831,"6' 1""",40%,213 lbs,70%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22 reps,85%,NaN,NaN,NaN,NaN
11871,Chandon Sullivan,12832,"5' 11""",50%,189 lbs,30%,4.60 sec,16%,4.36 sec,11%,NaN,NaN,40.5 in,91%,134 in,96%,15 reps,50%,NaN,NaN,NaN,NaN
11872,D'Montre Wade,12833,"6' 0""",65%,200 lbs,82%,4.57 sec,22%,4.40 sec,9%,NaN,NaN,335.5 in,100%,120 in,40%,15 reps,50%,NaN,NaN,NaN,NaN
11873,Danny Johnson,12834,"5' 9""",10%,190 lbs,40%,4.44 sec,65%,NaN,NaN,NaN,NaN,35.0 in,45%,123 in,60%,15 reps,50%,NaN,NaN,NaN,NaN
11875,M.J. Stewart,12836,"5' 11""",50%,200 lbs,82%,4.54 sec,28%,4.28 sec,22%,6.90 sec,36%,35.0 in,45%,118 in,30%,18 reps,80%,NaN,NaN,NaN,NaN
11876,Kameron Kelly,12837,"6' 2""",80%,205 lbs,30%,4.66 sec,18%,4.28 sec,34%,6.94 sec,58%,33.0 in,23%,120 in,50%,9 reps,4%,NaN,NaN,NaN,NaN
11877,James Washington,12838,"5' 11""",20%,213 lbs,75%,4.54 sec,37%,4.32 sec,30%,7.11 sec,12%,34.5 in,40%,120 in,50%,14 reps,40%,9.75 in,80%,32.38 in,53%
11878,Darrel Williams,12839,"5' 11""",60%,224 lbs,77%,4.72 sec,11%,NaN,NaN,NaN,NaN,32.0 in,20%,109 in,9%,22 reps,65%,9.38 in,60%,31.00 in,60%
11880,Marquis Haynes,12841,"6' 2""",10%,235 lbs,1%,4.67 sec,84%,4.45 sec,43%,7.14 sec,62%,32.0 in,40%,123 in,91%,23 reps,45%,10.00 in,50%,33.25 in,35%
11882,Levi Wallace,12843,"6' 0""",65%,179 lbs,8%,4.63 sec,10%,NaN,NaN,NaN,NaN,33.0 in,17%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11883,Uchenna Nwosu,12844,"6' 2""",50%,251 lbs,88%,4.65 sec,67%,NaN,NaN,NaN,NaN,32.0 in,30%,119 in,70%,20 reps,30%,9.00 in,10%,33.67 in,91%
11884,Darius Leonard,12845,"6' 2""",50%,234 lbs,18%,4.70 sec,52%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17 reps,10%,10.25 in,90%,34.38 in,96%
11885,Micah Kiser,12846,"6' 0""",7%,244 lbs,65%,4.66 sec,63%,4.24 sec,67%,7.05 sec,65%,35.5 in,65%,121 in,80%,NaN,NaN,9.38 in,30%,32.00 in,30%
11886,Dorian O'Daniel,12847,"6' 1""",10%,220 lbs,2%,4.61 sec,77%,4.07 sec,92%,6.64 sec,100%,32.0 in,30%,119 in,70%,21 reps,40%,9.00 in,10%,31.13 in,13%
11887,Joe Noteboom,12848,"6' 5""",70%,321 lbs,72%,4.96 sec,97%,NaN,NaN,NaN,NaN,24.0 in,20%,102 in,65%,27 reps,60%,9.68 in,34%,34.38 in,83%
11889,Colby Gossett,12850,"6' 5""",70%,331 lbs,87%,5.20 sec,72%,NaN,NaN,NaN,NaN,25.0 in,35%,NaN,NaN,32 reps,85%,10.88 in,98%,33.88 in,65%
11890,Alex Cappa,12851,"6' 6""",90%,305 lbs,18%,5.39 sec,33%,NaN,NaN,NaN,NaN,26.5 in,50%,97 in,35%,24 reps,40%,9.25 in,7%,32.67 in,18%
11891,Brandon Parker,12852,"6' 8""",93%,320 lbs,72%,5.37 sec,32%,NaN,NaN,NaN,NaN,28.5 in,60%,113 in,92%,NaN,NaN,9.75 in,30%,35.00 in,70%
11892,Austin Corbett,12853,"6' 4""",40%,306 lbs,20%,5.15 sec,78%,NaN,NaN,NaN,NaN,28.0 in,65%,NaN,NaN,19 reps,9%,10.50 in,92%,33.13 in,35%
11894,Isaiah Wynn,12855,"6' 2""",0%,310 lbs,37%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.50 in,0%,33.38 in,18%
11895,Desmond Harrison,12856,"6' 6""",60%,295 lbs,2%,4.90 sec,94%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.38 in,70%,34.00 in,30%
11896,Skyler Phillips,12857,"6' 3""",20%,318 lbs,63%,5.09 sec,87%,NaN,NaN,NaN,NaN,29.0 in,75%,NaN,NaN,NaN,NaN,9.50 in,20%,33.00 in,30%
11900,Byron Pringle,12861,"6' 2""",60%,205 lbs,53%,4.46 sec,67%,4.40 sec,16%,6.87 sec,55%,33.5 in,30%,120 in,50%,15 reps,50%,9.25 in,50%,32.00 in,40%
11902,Marcus Davenport,12863,"6' 6""",90%,265 lbs,47%,4.58 sec,93%,4.41 sec,50%,7.20 sec,43%,33.5 in,55%,124 in,91%,22 reps,40%,9.13 in,8%,33.67 in,46%
11904,Andrew Brown,12865,"6' 3""",20%,290 lbs,92%,5.03 sec,8%,4.48 sec,38%,7.51 sec,9%,31.0 in,30%,101 in,0%,31 reps,88%,9.38 in,15%,34.50 in,75%
11906,Chris Warren,12867,"6' 2""",93%,246 lbs,94%,4.69 sec,16%,NaN,NaN,NaN,NaN,33.0 in,30%,121 in,70%,25 reps,85%,10.00 in,90%,32.00 in,85%
11916,Bradley Chubb,12877,"6' 4""",90%,269 lbs,99%,4.65 sec,67%,4.41 sec,22%,7.37 sec,19%,36.0 in,70%,121 in,80%,24 reps,60%,9.88 in,70%,34.00 in,94%
11917,Maurice Hurst,12878,"6' 2""",20%,291 lbs,10%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.50 in,20%,32.00 in,10%
11918,Rashaan Evans,12879,"6' 2""",50%,232 lbs,14%,NaN,NaN,4.36 sec,35%,6.95 sec,81%,30.0 in,10%,116 in,50%,NaN,NaN,10.00 in,80%,32.25 in,40%
11919,Sony Michel,12880,"5' 11""",60%,215 lbs,55%,4.54 sec,50%,4.21 sec,60%,NaN,NaN,NaN,NaN,NaN,NaN,22 reps,65%,9.13 in,40%,31.25 in,73%
11920,Billy Price,12881,"6' 4""",40%,310 lbs,40%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.75 in,40%,32.00 in,4%
11921,Mike McGlinchey,12882,"6' 8""",93%,315 lbs,55%,NaN,NaN,NaN,NaN,NaN,NaN,28.5 in,60%,105 in,63%,24 reps,45%,10.00 in,40%,34.00 in,30%
11922,Harold Landry,12883,"6' 2""",50%,255 lbs,92%,4.64 sec,70%,4.19 sec,77%,6.88 sec,91%,24.0 in,0%,119 in,70%,24 reps,60%,9.38 in,30%,32.88 in,57%
11923,Dante Pettis,12884,"6' 1""",40%,195 lbs,34%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.50 in,70%,32.25 in,50%
11924,Martinas Rankin,12885,"6' 5""",70%,311 lbs,43%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24 reps,40%,10.13 in,70%,33.75 in,60%
11925,Nick Chubb,12886,"5' 11""",60%,227 lbs,82%,4.53 sec,53%,4.25 sec,48%,7.09 sec,36%,38.5 in,91%,128 in,93%,29 reps,93%,9.63 in,80%,32.00 in,85%
11927,Frank Ragnow,12888,"6' 5""",90%,308 lbs,68%,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26 reps,40%,9.38 in,20%,33.13 in,80%
11929,Jamil Demby,12890,"6' 5""",70%,321 lbs,72%,5.58 sec,9%,NaN,NaN,NaN,NaN,23.5 in,15%,NaN,NaN,17 reps,7%,10.75 in,96%,33.75 in,60%
11931,Royce Freeman,12892,"6' 0""",80%,229 lbs,86%,4.54 sec,50%,4.16 sec,75%,6.90 sec,67%,34.0 in,40%,118 in,50%,17 reps,20%,9.50 in,70%,32.00 in,85%
